artist,song,index,acousticness,danceability,duration_ms,energy,genre,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,valence,0
Chloe Kohanski,Total Eclipse Of The Heart - The Voice Performance,2,0.0223,0.533,181795.0,0.734,['deep talent show'],0.0,5.0,0.273,-5.226,1.0,34.0,0.027,134.067,3.0,0.327,
Chris Blue,Money On You - The Voice Performance,0,0.0234,0.628,194663.0,0.718,[],0.0,0.0,0.154,-5.92,1.0,27.0,0.0434,100.979,4.0,0.483,
Chris Brown,High End,1,0.0144,0.725,202214.0,0.503,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",1.52e-06,10.0,0.124,-5.646,1.0,85.0,0.209,153.047,4.0,0.0636,
Chris Brown,Party,2,0.0556,0.762,220813.0,0.576,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",0.0,1.0,0.0869,-4.951,0.0,85.0,0.0829,142.096,4.0,0.316,
Chris Brown,Questions,1,0.00543,0.614,129478.0,0.598,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",0.0,10.0,0.1,-6.335,0.0,85.0,0.0561,105.803,4.0,0.565,
Chris Brown,Privacy,0,0.153,0.741,220964.0,0.58,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",0.0,0.0,0.109,-7.741,1.0,85.0,0.378,97.092,4.0,0.428,
Chris Brown,Pills & Automobiles,3,0.119,0.82,292910.0,0.696,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",0.0,7.0,0.231,-4.918,0.0,85.0,0.182,144.981,4.0,0.617,
Chris Brown,Tempo,2,0.192,0.769,218744.0,0.482,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",0.0,10.0,0.0903,-7.205,1.0,85.0,0.0502,120.959,4.0,0.487,
Chris Janson,Fix a Drink,3,0.0297,0.563,188933.0,0.887,"['contemporary country', 'country road', 'lift kit', 'modern country rock', 'redneck']",0.0,1.0,0.352,-5.013,1.0,59.0,0.0857,158.05,4.0,0.794,
Chris Lane,Take Back Home Girl (feat. Tori Kelly),1,0.356,0.488,212080.0,0.783,['contemporary country'],0.0,11.0,0.0921,-3.967,1.0,66.0,0.0725,159.924,4.0,0.664,
Chris Lane,For Her,0,0.0993,0.51,211227.0,0.904,['contemporary country'],0.0,6.0,0.173,-4.291,1.0,66.0,0.0357,150.004,4.0,0.545,
Chris Stapleton,Broken Halos,2,0.133,0.607,180907.0,0.575,['contemporary country'],2.52e-06,8.0,0.0566,-7.066,1.0,74.0,0.0252,78.341,4.0,0.504,
Chris Stapleton,Either Way,3,0.865,0.641,248053.0,0.0628,['contemporary country'],4.08e-06,4.0,0.105,-14.155,1.0,74.0,0.0417,129.004,4.0,0.275,
Chris Young,Sober Saturday Night (feat. Vince Gill),1,0.049,0.477,194560.0,0.672,"['contemporary country', 'country', 'country road', 'modern country rock']",0.0,1.0,0.355,-5.234,1.0,69.0,0.0306,139.864,4.0,0.263,
Chris Young,Losing Sleep,0,0.0715,0.584,178253.0,0.621,"['contemporary country', 'country', 'country road', 'modern country rock']",1.68e-06,1.0,0.389,-5.703,1.0,69.0,0.0443,92.003,4.0,0.634,
Clean Bandit,Solo (feat. Demi Lovato),0,0.0441,0.737,222653.0,0.636,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house', 'uk funky']",6.66e-05,11.0,0.35,-4.546,0.0,83.0,0.0437,105.005,4.0,0.565,
Clean Bandit,I Miss You (feat. Julia Michaels),2,0.245,0.638,205748.0,0.658,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house', 'uk funky']",3.77e-06,3.0,0.0919,-6.318,1.0,83.0,0.0456,105.076,4.0,0.33,
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),3,0.406,0.72,251088.0,0.763,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house', 'uk funky']",0.0,9.0,0.18,-4.068,0.0,83.0,0.0523,101.965,4.0,0.742,
Cole Swindell,Flatliner (feat. Dierks Bentley),2,0.00434,0.555,177067.0,0.896,"['contemporary country', 'country', 'country road', 'modern country rock']",0.0,0.0,0.145,-3.295,1.0,67.0,0.0388,114.995,4.0,0.578,
Cole Swindell,Break Up in the End,1,0.456,0.51,199436.0,0.386,"['contemporary country', 'country', 'country road', 'modern country rock']",0.0,1.0,0.252,-8.391,1.0,67.0,0.0307,86.36,4.0,0.266,
DJ Khaled,Don't Quit,0,0.015,0.652,229147.0,0.827,"['dance pop', 'dirty south rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",0.0,7.0,0.432,-3.98,0.0,76.0,0.0445,100.011,4.0,0.659,
DJ Khaled,Shining,3,0.053,0.768,284000.0,0.807,"['dance pop', 'dirty south rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",2.99e-06,2.0,0.214,-5.508,0.0,76.0,0.106,112.001,4.0,0.575,
DJ Khaled,On Everything,2,0.0232,0.542,233293.0,0.755,"['dance pop', 'dirty south rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",0.0,1.0,0.225,-3.68,1.0,76.0,0.0614,168.22,4.0,0.267,
DJ Khaled,Wild Thoughts,2,0.0287,0.613,204664.0,0.681,"['dance pop', 'dirty south rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",0.0,8.0,0.126,-3.089,1.0,76.0,0.0778,97.621,4.0,0.619,
DJ Khaled,To the Max,0,0.0184,0.461,193902.0,0.812,"['dance pop', 'dirty south rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",0.000375,10.0,0.21,-5.776,0.0,76.0,0.241,159.869,4.0,0.72,
DJ Khaled,I'm the One,1,0.0533,0.599,288877.0,0.667,"['dance pop', 'dirty south rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",0.0,7.0,0.134,-4.267,1.0,76.0,0.0367,80.984,4.0,0.817,
DJ Khaled,Top Off,1,0.0107,0.573,230713.0,0.591,"['dance pop', 'dirty south rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",0.0,11.0,0.455,-6.715,0.0,76.0,0.331,86.721,5.0,0.232,
DJ Luke Nasty,OTW,3,0.0143,0.743,219512.0,0.651,['trap music'],0.0,6.0,0.079,-5.974,1.0,47.0,0.0646,82.022,4.0,0.467,
DJ Snake,Let Me Love You,0,0.0771,0.652,205947.0,0.713,"['dance pop', 'edm', 'electronic trap', 'pop', 'tropical house']",1.02e-05,8.0,0.144,-5.311,1.0,77.0,0.0368,100.023,4.0,0.152,
DJ Suede The Remix God,Cash Me Outside (#CashmeOutside) (feat. Bhad Bhabie),1,0.0471,0.981,129384.0,0.417,['dwn trap'],0.359,11.0,0.103,-10.732,0.0,39.0,0.134,122.044,4.0,0.262,
DRAM,Broccoli,3,0.236,0.886,225205.0,0.525,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,8.0,0.057,-7.39,1.0,68.0,0.132,145.99,4.0,0.708,
Daddy Yankee,Dura - Remix,2,0.188,0.772,242160.0,0.803,"['latin', 'latin hip hop', 'pop', 'reggaeton', 'tropical']",0.0,1.0,0.434,-3.035,1.0,85.0,0.0468,94.981,4.0,0.853,
Dan + Shay,Tequila,0,0.0292,0.474,195987.0,0.594,"['contemporary country', 'country road']",0.0,11.0,0.133,-5.756,1.0,75.0,0.0289,86.131,4.0,0.503,
Dan + Shay,How Not To,3,0.208,0.501,192000.0,0.836,"['contemporary country', 'country road']",0.0,11.0,0.152,-3.587,0.0,75.0,0.0491,159.863,4.0,0.618,
Daniel Caesar,Get You (feat. Kali Uchis),1,0.422,0.658,278180.0,0.294,"['indie r&b', 'pop']",5.2e-05,4.0,0.0749,-8.533,0.0,73.0,0.0321,74.038,4.0,0.358,
Darius Rucker,If I Told You,3,0.344,0.532,212320.0,0.64,"['contemporary country', 'country', 'country road', 'modern country rock', 'pop rock']",0.0,9.0,0.361,-6.684,1.0,67.0,0.0314,84.029,4.0,0.308,
Darius Rucker,For The First Time,2,0.00738,0.547,197053.0,0.804,"['contemporary country', 'country', 'country road', 'modern country rock', 'pop rock']",0.0,6.0,0.0308,-5.268,1.0,67.0,0.0361,142.016,4.0,0.666,
David Guetta,2U,0,0.23,0.542,194907.0,0.654,"['dance pop', 'edm', 'pop']",0.0,8.0,0.241,-5.862,0.0,86.0,0.0537,144.971,4.0,0.563,
David Lee Murphy,Everything's Gonna Be Alright,1,0.0721,0.764,229573.0,0.587,"['contemporary country', 'country', 'country road', 'modern country rock']",6.45e-06,5.0,0.094,-7.002,0.0,59.0,0.0298,89.98,4.0,0.494,
DeJ Loaf,No Fear,2,0.387,0.614,169853.0,0.682,"['deep pop r&b', 'detroit hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'trap music', 'trap queen']",0.0,11.0,0.134,-4.117,0.0,64.0,0.102,100.202,4.0,0.566,
Demi Lovato,Tell Me You Love Me,1,0.0241,0.536,236987.0,0.582,"['dance pop', 'pop', 'post-teen pop']",0.0,3.0,0.181,-5.452,0.0,86.0,0.0433,82.142,4.0,0.253,
Demi Lovato,Sorry Not Sorry,0,0.0223,0.702,203760.0,0.635,"['dance pop', 'pop', 'post-teen pop']",0.0,11.0,0.283,-6.917,0.0,86.0,0.265,144.004,4.0,0.873,
Demi Lovato,Sober,3,0.798,0.397,197893.0,0.303,"['dance pop', 'pop', 'post-teen pop']",4.16e-06,1.0,0.0824,-10.413,1.0,86.0,0.11,170.22,3.0,0.17,
Derez De’Shon,Hardaway,2,0.118,0.537,236032.0,0.518,"['deep trap', 'trap music']",0.0,1.0,0.146,-5.987,1.0,57.0,0.188,132.527,4.0,0.427,
Devin Dawson,All On Me,0,0.14,0.634,224627.0,0.668,"['contemporary country', 'modern country rock']",0.0,5.0,0.216,-5.488,1.0,61.0,0.0291,80.989,4.0,0.635,
Dierks Bentley,"Woman, Amen",2,0.00101,0.563,180243.0,0.772,"['contemporary country', 'country', 'country road']",1.95e-05,5.0,0.214,-6.737,1.0,71.0,0.0593,119.909,4.0,0.394,
Dierks Bentley,Black,1,0.27,0.663,211160.0,0.656,"['contemporary country', 'country', 'country road']",0.000279,1.0,0.117,-6.548,1.0,71.0,0.0413,120.037,4.0,0.56,
Diplo,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",3,0.114,0.618,181720.0,0.845,"['bmore', 'edm', 'moombahton', 'ninja', 'pop']",0.0,2.0,0.415,0.175,1.0,80.0,0.132,171.921,4.0,0.486,
Drake,Free Smoke,3,0.0621,0.617,218674.0,0.492,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0,10.0,0.484,-7.588,0.0,100.0,0.448,141.953,4.0,0.208,
Drake,Jorja Interlude,1,0.755,0.719,107673.0,0.354,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.00969,11.0,0.349,-10.461,1.0,100.0,0.104,123.152,4.0,0.205,
Drake,Jaded,0,0.0366,0.766,262453.0,0.272,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0,0.0,0.175,-5.696,1.0,100.0,0.041,116.036,4.0,0.037,
Drake,Can’t Take A Joke,2,0.041,0.878,163973.0,0.432,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0,10.0,0.0571,-9.852,0.0,100.0,0.143,86.956,4.0,0.441,
Drake,8 Out Of 10,1,0.164,0.534,195720.0,0.684,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0,11.0,0.499,-7.874,0.0,100.0,0.717,170.416,4.0,0.338,
Drake,After Dark,2,0.0386,0.65,289560.0,0.429,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0,2.0,0.139,-13.071,1.0,100.0,0.192,141.855,4.0,0.333,
Drake,Summer Games,0,0.481,0.776,247893.0,0.482,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0457,1.0,0.11,-11.268,1.0,100.0,0.0356,136.015,4.0,0.128,
Drake,Mob Ties,2,0.0443,0.755,205147.0,0.575,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.00127,4.0,0.276,-8.392,0.0,100.0,0.0673,85.994,4.0,0.493,
Drake,Nice For What,3,0.0934,0.567,210926.0,0.913,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.000124,8.0,0.114,-6.471,1.0,100.0,0.0736,93.35,4.0,0.792,
Drake,Blem,3,0.0521,0.724,216558.0,0.548,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",7.4e-06,7.0,0.104,-8.062,0.0,100.0,0.0497,98.017,4.0,0.392,
Drake,That’s How You Feel,0,0.152,0.81,157600.0,0.451,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0537,10.0,0.108,-6.348,0.0,100.0,0.249,85.417,4.0,0.359,
Drake,KMT,2,0.0143,0.872,162638.0,0.623,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0214,1.0,0.125,-6.984,1.0,100.0,0.0446,119.983,4.0,0.0883,
Drake,4422,0,0.499,0.621,186293.0,0.247,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0239,11.0,0.113,-12.291,0.0,100.0,0.0393,111.974,4.0,0.221,
Drake,Survival,1,0.134,0.685,136187.0,0.593,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0,9.0,0.123,-9.083,0.0,100.0,0.284,84.763,4.0,0.144,
Drake,Teenage Fever,3,0.11,0.768,219692.0,0.282,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0208,8.0,0.113,-10.348,0.0,100.0,0.0863,97.043,4.0,0.175,
Drake,Emotionless,3,0.0239,0.413,302173.0,0.676,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0,1.0,0.0811,-5.124,1.0,100.0,0.213,173.478,4.0,0.0827,
Drake,Can't Have Everything,1,0.0111,0.636,228438.0,0.568,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0,1.0,0.117,-8.441,1.0,100.0,0.419,82.495,4.0,0.438,
Drake,Madiba Riddim,0,0.235,0.834,205163.0,0.527,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.00968,7.0,0.632,-10.4,1.0,100.0,0.193,105.86,4.0,0.319,
Drake,Blue Tint,0,0.0126,0.888,162800.0,0.377,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0,7.0,0.19,-10.142,0.0,100.0,0.339,133.996,4.0,0.126,
Drake,Final Fantasy,1,0.428,0.461,219960.0,0.449,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",8.29e-06,0.0,0.115,-10.998,1.0,100.0,0.442,86.505,4.0,0.104,
Drake,Don’t Matter To Me,1,0.497,0.825,245787.0,0.317,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0128,10.0,0.11,-12.39,1.0,100.0,0.0583,103.001,4.0,0.136,
Drake,Since Way Back,2,0.352,0.429,368036.0,0.275,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",6.58e-06,0.0,0.185,-11.156,1.0,100.0,0.161,76.683,4.0,0.258,
Drake,Lose You,3,0.736,0.519,305374.0,0.576,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0,4.0,0.371,-9.162,1.0,100.0,0.414,87.983,4.0,0.373,
Drake,Finesse,2,0.132,0.807,182080.0,0.321,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.000289,0.0,0.1,-8.147,0.0,100.0,0.0571,94.994,4.0,0.305,
Drake,Is There More,3,0.738,0.636,226920.0,0.538,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0,1.0,0.149,-7.725,1.0,100.0,0.312,83.508,4.0,0.514,
Drake,Fake Love,0,0.108,0.927,210937.0,0.488,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0,9.0,0.196,-9.433,0.0,100.0,0.42,133.987,4.0,0.605,
Drake,Peak,0,0.847,0.689,206027.0,0.217,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.000123,9.0,0.106,-13.539,0.0,100.0,0.0387,92.007,4.0,0.272,
Drake,Signs,1,0.0853,0.79,234373.0,0.734,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.00409,0.0,0.112,-4.66,1.0,100.0,0.0524,107.369,4.0,0.223,
Drake,No Long Talk,0,0.0626,0.919,149569.0,0.627,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0,10.0,0.529,-6.764,0.0,100.0,0.234,97.076,4.0,0.52,
Drake,Nonstop,1,0.0306,0.909,238613.0,0.405,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.00698,6.0,0.105,-8.133,0.0,100.0,0.14,154.984,4.0,0.455,
Drake,Nothings Into Somethings,2,0.379,0.76,153725.0,0.227,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0017,11.0,0.355,-8.327,0.0,100.0,0.15,96.912,4.0,0.279,
Drake,Diplomatic Immunity,3,0.00468,0.664,255840.0,0.848,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0,9.0,0.287,-5.214,0.0,100.0,0.44,75.22,4.0,0.549,
Drake,Passionfruit,3,0.304,0.804,298941.0,0.459,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0862,11.0,0.11,-11.556,1.0,100.0,0.039,111.963,4.0,0.372,
Drake,Talk Up,2,0.0039,0.759,195813.0,0.479,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",5.3e-06,11.0,0.302,-10.65,1.0,100.0,0.186,140.089,4.0,0.347,
Drake,Sandra’s Rose,0,0.047,0.487,216333.0,0.85,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0,1.0,0.142,-5.427,1.0,100.0,0.25,152.102,4.0,0.523,
Drake,Skepta Interlude,3,0.0117,0.801,143214.0,0.813,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",3.79e-06,7.0,0.157,-6.404,1.0,100.0,0.23,129.962,4.0,0.403,
Drake,Ratchet Happy Birthday,2,0.458,0.648,207307.0,0.535,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.00246,2.0,0.106,-13.295,1.0,100.0,0.1,168.03,4.0,0.444,
Drake,March 14,1,0.4,0.5,309560.0,0.419,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0,10.0,0.36,-7.349,0.0,100.0,0.39,91.963,4.0,0.313,
Drake,Ice Melts,1,0.0754,0.813,250770.0,0.558,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0,9.0,0.385,-7.559,1.0,100.0,0.337,124.949,4.0,0.631,
Drake,In My Feelings,2,0.00623,0.735,217933.0,0.482,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0144,8.0,0.448,-9.445,1.0,100.0,0.139,181.995,4.0,0.315,
Drake,Sacrifices,3,0.0463,0.903,307593.0,0.432,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0,8.0,0.111,-11.885,1.0,100.0,0.426,139.028,4.0,0.555,
Drake,Get It Together,0,0.0896,0.78,250337.0,0.729,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.422,5.0,0.104,-9.138,0.0,100.0,0.0493,123.009,4.0,0.844,
Drake,Glow,1,0.227,0.669,206120.0,0.385,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0,0.0,0.7,-8.901,1.0,100.0,0.378,162.039,4.0,0.391,
Drake,God's Plan,2,0.0244,0.753,198960.0,0.454,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",5.62e-05,7.0,0.498,-9.488,1.0,100.0,0.0963,77.17,4.0,0.344,
Drake,Gyalchester,3,0.0343,0.872,189230.0,0.389,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.000679,1.0,0.0941,-8.343,1.0,100.0,0.0634,131.012,4.0,0.156,
Drake,Do Not Disturb,0,0.234,0.787,283551.0,0.69,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0,7.0,0.112,-6.206,0.0,100.0,0.404,171.029,4.0,0.465,
Drake,Portland,1,0.0143,0.924,236615.0,0.444,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0,1.0,0.26,-8.227,1.0,100.0,0.243,136.088,4.0,0.314,
Drake,I'm Upset,0,0.263,0.899,214139.0,0.592,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0,11.0,0.0831,-7.901,0.0,100.0,0.333,149.953,4.0,0.504,
Drake,Elevate,2,0.0153,0.755,184960.0,0.47,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0,1.0,0.118,-8.72,1.0,100.0,0.139,76.056,4.0,0.0604,
Dua Lipa,New Rules,2,0.00261,0.762,209320.0,0.7,['pop'],1.56e-05,9.0,0.153,-6.021,0.0,87.0,0.0694,116.073,4.0,0.608,
Dua Lipa,IDGAF,1,0.0403,0.836,217947.0,0.544,['pop'],0.0,7.0,0.0824,-5.975,1.0,87.0,0.0943,97.028,4.0,0.51,
Dustin Lynch,Seein' Red,3,0.054,0.651,194893.0,0.808,"['contemporary country', 'country', 'country road', 'modern country rock']",0.0,1.0,0.0482,-4.731,0.0,69.0,0.0435,100.993,4.0,0.858,
Dustin Lynch,Small Town Boy,0,0.0251,0.554,205733.0,0.743,"['contemporary country', 'country', 'country road', 'modern country rock']",0.0,9.0,0.359,-6.016,1.0,69.0,0.0287,72.997,4.0,0.673,
Dylan Scott,My Girl,2,0.0353,0.652,197640.0,0.719,"['contemporary country', 'country road', 'modern country rock']",0.0,1.0,0.108,-7.251,1.0,62.0,0.033,94.969,4.0,0.24,
Easton Corbin,A Girl Like You,3,0.0178,0.74,217840.0,0.777,"['contemporary country', 'country', 'country road', 'modern country rock']",1.27e-06,5.0,0.0665,-4.405,1.0,59.0,0.0329,104.989,4.0,0.834,
Ed Sheeran,Barcelona,0,0.448,0.747,191147.0,0.76,['pop'],0.0,1.0,0.153,-4.294,1.0,89.0,0.187,99.975,4.0,0.682,
Ed Sheeran,Castle on the Hill,1,0.0232,0.461,261154.0,0.834,['pop'],1.14e-05,2.0,0.14,-4.868,1.0,89.0,0.0989,135.007,4.0,0.471,
Ed Sheeran,Galway Girl,0,0.0735,0.624,170827.0,0.876,['pop'],0.0,9.0,0.327,-3.374,1.0,89.0,0.1,99.943,4.0,0.781,
Ed Sheeran,Dive,2,0.355,0.761,238440.0,0.386,['pop'],0.0,4.0,0.0953,-6.158,1.0,89.0,0.0399,134.943,3.0,0.526,
Ed Sheeran,Supermarket Flowers,3,0.914,0.589,221107.0,0.242,['pop'],0.0,6.0,0.0887,-10.517,1.0,89.0,0.0442,89.749,4.0,0.257,
Ed Sheeran,New Man,0,0.0559,0.78,189280.0,0.745,['pop'],0.0,7.0,0.0595,-3.97,1.0,89.0,0.145,94.026,4.0,0.862,
Ed Sheeran,How Would You Feel (Paean),3,0.424,0.617,280533.0,0.439,['pop'],0.0,9.0,0.127,-5.63,1.0,89.0,0.0269,139.979,4.0,0.242,
Ed Sheeran,Hearts Don't Break Around Here,2,0.719,0.604,248413.0,0.366,['pop'],0.0,7.0,0.162,-7.881,1.0,89.0,0.0267,105.177,3.0,0.181,
Ed Sheeran,What Do I Know?,0,0.251,0.838,237333.0,0.492,['pop'],0.0,1.0,0.262,-5.69,0.0,89.0,0.038,115.092,4.0,0.895,
Ed Sheeran,Happier,1,0.536,0.522,207520.0,0.385,['pop'],0.0,0.0,0.135,-7.355,1.0,89.0,0.0288,89.792,4.0,0.236,
Ed Sheeran,Eraser,3,0.086,0.64,227427.0,0.812,['pop'],0.0,8.0,0.0509,-5.647,0.0,89.0,0.0834,86.013,4.0,0.914,
Ed Sheeran,Shape of You,2,0.581,0.825,233713.0,0.652,['pop'],0.0,1.0,0.0931,-3.183,0.0,89.0,0.0802,95.977,4.0,0.931,
Ed Sheeran,Perfect,1,0.163,0.599,263400.0,0.448,['pop'],0.0,8.0,0.106,-6.312,1.0,89.0,0.0232,95.05,3.0,0.168,
El Chombo,Dame Tu Cosita (feat. Cutty Ranks),1,0.0348,0.891,152000.0,0.925,"['latin', 'latin hip hop', 'panamanian pop', 'reggaeton', 'tropical']",0.0,2.0,0.277,-5.271,1.0,51.0,0.156,110.017,4.0,0.692,
Ella Mai,Boo'd Up,2,0.095,0.481,256064.0,0.79,"['dance pop', 'deep pop r&b', 'indie r&b', 'pop', 'r&b', 'urban contemporary']",0.0,10.0,0.0802,-5.189,0.0,74.0,0.0606,81.939,4.0,0.24,
Eminem,Walk On Water (feat. Beyoncé),2,0.802,0.56,303640.0,0.439,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",0.0,9.0,0.664,-10.211,0.0,87.0,0.211,90.761,4.0,0.626,
Eminem,Believe,3,0.168,0.884,315347.0,0.483,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",0.0,1.0,0.343,-5.629,0.0,87.0,0.175,130.086,4.0,0.105,
Eminem,Untouchable,1,0.0829,0.641,370133.0,0.889,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",0.0,7.0,0.133,-3.39,1.0,87.0,0.413,85.803,4.0,0.634,
Eminem,River (feat. Ed Sheeran),0,0.165,0.754,221013.0,0.743,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",0.0,8.0,0.0746,-5.794,0.0,87.0,0.495,90.053,4.0,0.661,
Enrique Iglesias,EL BAÑO,3,0.132,0.719,228139.0,0.842,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'pop quebecois', 'tropical']",0.0,6.0,0.105,-3.562,0.0,78.0,0.0383,90.017,4.0,0.534,
Enrique Iglesias,SUBEME LA RADIO,0,0.0744,0.684,208163.0,0.823,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'pop quebecois', 'tropical']",0.0,9.0,0.111,-3.297,0.0,78.0,0.0773,91.048,4.0,0.647,
Eric Church,Kill A Word,1,0.0164,0.651,199213.0,0.732,"['contemporary country', 'country', 'country road', 'modern country rock']",1.58e-06,2.0,0.0925,-8.037,1.0,71.0,0.0381,85.023,4.0,0.638,
Eric Church,Round Here Buzz,2,0.0422,0.638,214627.0,0.441,"['contemporary country', 'country', 'country road', 'modern country rock']",1.33e-05,2.0,0.107,-9.064,1.0,71.0,0.0347,76.078,4.0,0.473,
Famous Dex,PICK IT UP (feat. A$AP Rocky),0,0.0149,0.921,191252.0,0.467,"['drill', 'pop', 'rap', 'trap music', 'underground hip hop']",0.000238,1.0,0.334,-8.443,1.0,75.0,0.119,135.995,4.0,0.287,
Famous Dex,JAPAN,3,0.121,0.733,142000.0,0.678,"['drill', 'pop', 'rap', 'trap music', 'underground hip hop']",0.0,6.0,0.344,-7.771,1.0,75.0,0.438,175.985,4.0,0.841,
