,artist,song,num_weeks,index_y,acousticness,danceability,duration_ms,energy,genre,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,valence,0
100,chris lane,for her,4,0,0.0993,0.51,211227,0.904,['contemporary country'],0,6,0.173,-4.291,1,66,0.0357,150.004,4,0.545,
628,chris lane,take back home girl (feat. tori kelly),5,1,0.356,0.488,212080,0.783,['contemporary country'],0,11,0.0921,-3.967,1,66,0.0725,159.924,4,0.664,
101,chris stapleton,broken halos,20,2,0.133,0.607,180907,0.575,['contemporary country'],2.52E-06,8,0.0566,-7.066,1,74,0.0252,78.341,4,0.504,
102,chris stapleton,either way,2,3,0.865,0.641,248053,0.0628,['contemporary country'],4.08E-06,4,0.105,-14.155,1,74,0.0417,129.004,4,0.275,
103,chris young,losing sleep,19,0,0.0715,0.584,178253,0.621,"['contemporary country', 'country', 'country road', 'modern country rock']",1.68E-06,1,0.389,-5.703,1,69,0.0443,92.003,4,0.634,
629,chris young,sober saturday night (feat. vince gill),7,1,0.049,0.477,194560,0.672,"['contemporary country', 'country', 'country road', 'modern country rock']",0,1,0.355,-5.234,1,69,0.0306,139.864,4,0.263,
631,clean bandit,i miss you (feat. julia michaels),1,2,0.245,0.638,205748,0.658,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house', 'uk funky']",3.77E-06,3,0.0919,-6.318,1,83,0.0456,105.076,4,0.33,
630,clean bandit,solo (feat. demi lovato),1,0,0.0441,0.737,222653,0.636,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house', 'uk funky']",6.66E-05,11,0.35,-4.546,0,83,0.0437,105.005,4,0.565,
632,clean bandit,rockabye (feat. sean paul & anne-marie),19,3,0.406,0.72,251088,0.763,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house', 'uk funky']",0,9,0.18,-4.068,0,83,0.0523,101.965,4,0.742,
633,cole swindell,flatliner (feat. dierks bentley),18,2,0.00434,0.555,177067,0.896,"['contemporary country', 'country', 'country road', 'modern country rock']",0,0,0.145,-3.295,1,67,0.0388,114.995,4,0.578,
104,cole swindell,break up in the end,1,1,0.456,0.51,199436,0.386,"['contemporary country', 'country', 'country road', 'modern country rock']",0,1,0.252,-8.391,1,67,0.0307,86.36,4,0.266,
636,daddy yankee,dura - remix,21,2,0.188,0.772,242160,0.803,"['latin', 'latin hip hop', 'pop', 'reggaeton', 'tropical']",0,1,0.434,-3.035,1,85,0.0468,94.981,4,0.853,
114,dan + shay,how not to,14,3,0.208,0.501,192000,0.836,"['contemporary country', 'country road']",0,11,0.152,-3.587,0,75,0.0491,159.863,4,0.618,
115,dan + shay,tequila,17,0,0.0292,0.474,195987,0.594,"['contemporary country', 'country road']",0,11,0.133,-5.756,1,75,0.0289,86.131,4,0.503,
637,daniel caesar,get you (feat. kali uchis),6,1,0.422,0.658,278180,0.294,"['indie r&b', 'pop']",5.20E-05,4,0.0749,-8.533,0,73,0.0321,74.038,4,0.358,
117,darius rucker,if i told you,11,3,0.344,0.532,212320,0.64,"['contemporary country', 'country', 'country road', 'modern country rock', 'pop rock']",0,9,0.361,-6.684,1,67,0.0314,84.029,4,0.308,
116,darius rucker,for the first time,10,2,0.00738,0.547,197053,0.804,"['contemporary country', 'country', 'country road', 'modern country rock', 'pop rock']",0,6,0.0308,-5.268,1,67,0.0361,142.016,4,0.666,
118,david guetta,2u,11,0,0.23,0.542,194907,0.654,"['dance pop', 'edm', 'pop']",0,8,0.241,-5.862,0,86,0.0537,144.971,4,0.563,
119,david lee murphy,everything's gonna be alright,11,1,0.0721,0.764,229573,0.587,"['contemporary country', 'country', 'country road', 'modern country rock']",6.45E-06,5,0.094,-7.002,0,59,0.0298,89.98,4,0.494,
120,dej loaf,no fear,1,2,0.387,0.614,169853,0.682,"['deep pop r&b', 'detroit hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'trap music', 'trap queen']",0,11,0.134,-4.117,0,64,0.102,100.202,4,0.566,
121,demi lovato,sober,1,3,0.798,0.397,197893,0.303,"['dance pop', 'pop', 'post-teen pop']",4.16E-06,1,0.0824,-10.413,1,86,0.11,170.22,3,0.17,
123,demi lovato,tell me you love me,19,1,0.0241,0.536,236987,0.582,"['dance pop', 'pop', 'post-teen pop']",0,3,0.181,-5.452,0,86,0.0433,82.142,4,0.253,
122,demi lovato,sorry not sorry,35,0,0.0223,0.702,203760,0.635,"['dance pop', 'pop', 'post-teen pop']",0,11,0.283,-6.917,0,86,0.265,144.004,4,0.873,
638,derez de’shon,hardaway,11,2,0.118,0.537,236032,0.518,"['deep trap', 'trap music']",0,1,0.146,-5.987,1,57,0.188,132.527,4,0.427,
124,devin dawson,all on me,20,0,0.14,0.634,224627,0.668,"['contemporary country', 'modern country rock']",0,5,0.216,-5.488,1,61,0.0291,80.989,4,0.635,
125,dierks bentley,black,17,1,0.27,0.663,211160,0.656,"['contemporary country', 'country', 'country road']",0.000279,1,0.117,-6.548,1,71,0.0413,120.037,4,0.56,
126,dierks bentley,"woman, amen",12,2,0.00101,0.563,180243,0.772,"['contemporary country', 'country', 'country road']",1.95E-05,5,0.214,-6.737,1,71,0.0593,119.909,4,0.394,
639,diplo,"welcome to the party (with french montana & lil pump, feat. zhavia ward) - from deadpool 2",4,3,0.114,0.618,181720,0.845,"['bmore', 'edm', 'moombahton', 'ninja', 'pop']",0,2,0.415,0.175,1,80,0.132,171.921,4,0.486,
111,dj khaled,wild thoughts,21,2,0.0287,0.613,204664,0.681,"['dance pop', 'dirty south rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",0,8,0.126,-3.089,1,76,0.0778,97.621,4,0.619,
110,dj khaled,top off,7,1,0.0107,0.573,230713,0.591,"['dance pop', 'dirty south rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",0,11,0.455,-6.715,0,76,0.331,86.721,5,0.232,
109,dj khaled,to the max,4,0,0.0184,0.461,193902,0.812,"['dance pop', 'dirty south rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",0.000375,10,0.21,-5.776,0,76,0.241,159.869,4,0.72,
108,dj khaled,shining,14,3,0.053,0.768,284000,0.807,"['dance pop', 'dirty south rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",2.99E-06,2,0.214,-5.508,0,76,0.106,112.001,4,0.575,
107,dj khaled,on everything,1,2,0.0232,0.542,233293,0.755,"['dance pop', 'dirty south rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",0,1,0.225,-3.68,1,76,0.0614,168.22,4,0.267,
106,dj khaled,i'm the one,22,1,0.0533,0.599,288877,0.667,"['dance pop', 'dirty south rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",0,7,0.134,-4.267,1,76,0.0367,80.984,4,0.817,
105,dj khaled,don't quit,1,0,0.015,0.652,229147,0.827,"['dance pop', 'dirty south rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",0,7,0.432,-3.98,0,76,0.0445,100.011,4,0.659,
112,dj luke nasty,otw,2,3,0.0143,0.743,219512,0.651,['trap music'],0,6,0.079,-5.974,1,47,0.0646,82.022,4,0.467,
113,dj snake,let me love you,8,0,0.0771,0.652,205947,0.713,"['dance pop', 'edm', 'electronic trap', 'pop', 'tropical house']",1.02E-05,8,0.144,-5.311,1,77,0.0368,100.023,4,0.152,
634,dj suede the remix god,cash me outside (#cashmeoutside) (feat. bhad bhabie),3,1,0.0471,0.981,129384,0.417,['dwn trap'],0.359,11,0.103,-10.732,0,39,0.134,122.044,4,0.262,
136,drake,emotionless,1,3,0.0239,0.413,302173,0.676,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0,1,0.0811,-5.124,1,100,0.213,173.478,4,0.0827,
139,drake,finesse,1,2,0.132,0.807,182080,0.321,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.000289,0,0.1,-8.147,0,100,0.0571,94.994,4,0.305,
138,drake,final fantasy,1,1,0.428,0.461,219960,0.449,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",8.29E-06,0,0.115,-10.998,1,100,0.442,86.505,4,0.104,
135,drake,elevate,1,2,0.0153,0.755,184960,0.47,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0,1,0.118,-8.72,1,100,0.139,76.056,4,0.0604,
140,drake,free smoke,4,3,0.0621,0.617,218674,0.492,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0,10,0.484,-7.588,0,100,0.448,141.953,4,0.208,
137,drake,fake love,11,0,0.108,0.927,210937,0.488,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0,9,0.196,-9.433,0,100,0.42,133.987,4,0.605,
134,drake,do not disturb,2,0,0.234,0.787,283551,0.69,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0,7,0.112,-6.206,0,100,0.404,171.029,4,0.465,
130,drake,blem,4,3,0.0521,0.724,216558,0.548,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",7.40E-06,7,0.104,-8.062,0,100,0.0497,98.017,4,0.392,
132,drake,can't have everything,2,1,0.0111,0.636,228438,0.568,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0,1,0.117,-8.441,1,100,0.419,82.495,4,0.438,
131,drake,blue tint,1,0,0.0126,0.888,162800,0.377,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0,7,0.19,-10.142,0,100,0.339,133.996,4,0.126,
129,drake,after dark,1,2,0.0386,0.65,289560,0.429,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0,2,0.139,-13.071,1,100,0.192,141.855,4,0.333,
128,drake,8 out of 10,1,1,0.164,0.534,195720,0.684,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0,11,0.499,-7.874,0,100,0.717,170.416,4,0.338,
127,drake,4422,2,0,0.499,0.621,186293,0.247,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0239,11,0.113,-12.291,0,100,0.0393,111.974,4,0.221,
141,drake,get it together,2,0,0.0896,0.78,250337,0.729,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.422,5,0.104,-9.138,0,100,0.0493,123.009,4,0.844,
133,drake,diplomatic immunity,3,3,0.00468,0.664,255840,0.848,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0,9,0.287,-5.214,0,100,0.44,75.22,4,0.549,
142,drake,glow,2,1,0.227,0.669,206120,0.385,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0,0,0.7,-8.901,1,100,0.378,162.039,4,0.391,
158,drake,nonstop,1,1,0.0306,0.909,238613,0.405,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.00698,6,0.105,-8.133,0,100,0.14,154.984,4,0.455,
157,drake,no long talk,2,0,0.0626,0.919,149569,0.627,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0,10,0.529,-6.764,0,100,0.234,97.076,4,0.52,
159,drake,nothings into somethings,2,2,0.379,0.76,153725,0.227,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0017,11,0.355,-8.327,0,100,0.15,96.912,4,0.279,
160,drake,passionfruit,20,3,0.304,0.804,298941,0.459,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0862,11,0.11,-11.556,1,100,0.039,111.963,4,0.372,
161,drake,peak,1,0,0.847,0.689,206027,0.217,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.000123,9,0.106,-13.539,0,100,0.0387,92.007,4,0.272,
162,drake,portland,16,1,0.0143,0.924,236615,0.444,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0,1,0.26,-8.227,1,100,0.243,136.088,4,0.314,
163,drake,ratchet happy birthday,1,2,0.458,0.648,207307,0.535,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.00246,2,0.106,-13.295,1,100,0.1,168.03,4,0.444,
164,drake,sacrifices,3,3,0.0463,0.903,307593,0.432,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0,8,0.111,-11.885,1,100,0.426,139.028,4,0.555,
165,drake,signs,6,1,0.0853,0.79,234373,0.734,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.00409,0,0.112,-4.66,1,100,0.0524,107.369,4,0.223,
166,drake,since way back,1,2,0.352,0.429,368036,0.275,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",6.58E-06,0,0.185,-11.156,1,100,0.161,76.683,4,0.258,
167,drake,skepta interlude,1,3,0.0117,0.801,143214,0.813,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",3.79E-06,7,0.157,-6.404,1,100,0.23,129.962,4,0.403,
168,drake,summer games,1,0,0.481,0.776,247893,0.482,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0457,1,0.11,-11.268,1,100,0.0356,136.015,4,0.128,
169,drake,survival,1,1,0.134,0.685,136187,0.593,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0,9,0.123,-9.083,0,100,0.284,84.763,4,0.144,
170,drake,talk up,1,2,0.0039,0.759,195813,0.479,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",5.30E-06,11,0.302,-10.65,1,100,0.186,140.089,4,0.347,
171,drake,teenage fever,4,3,0.11,0.768,219692,0.282,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0208,8,0.113,-10.348,0,100,0.0863,97.043,4,0.175,
143,drake,god's plan,24,2,0.0244,0.753,198960,0.454,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",5.62E-05,7,0.498,-9.488,1,100,0.0963,77.17,4,0.344,
642,drake,don’t matter to me,2,1,0.497,0.825,245787,0.317,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0128,10,0.11,-12.39,1,100,0.0583,103.001,4,0.136,
643,drake,sandra’s rose,1,0,0.047,0.487,216333,0.85,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0,1,0.142,-5.427,1,100,0.25,152.102,4,0.523,
640,drake,can’t take a joke,1,2,0.041,0.878,163973,0.432,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0,10,0.0571,-9.852,0,100,0.143,86.956,4,0.441,
145,drake,i'm upset,6,0,0.263,0.899,214139,0.592,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0,11,0.0831,-7.901,0,100,0.333,149.953,4,0.504,
146,drake,ice melts,2,1,0.0754,0.813,250770,0.558,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0,9,0.385,-7.559,1,100,0.337,124.949,4,0.631,
147,drake,in my feelings,1,2,0.00623,0.735,217933,0.482,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0144,8,0.448,-9.445,1,100,0.139,181.995,4,0.315,
148,drake,is there more,1,3,0.738,0.636,226920,0.538,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0,1,0.149,-7.725,1,100,0.312,83.508,4,0.514,
149,drake,jaded,1,0,0.0366,0.766,262453,0.272,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0,0,0.175,-5.696,1,100,0.041,116.036,4,0.037,
150,drake,jorja interlude,2,1,0.755,0.719,107673,0.354,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.00969,11,0.349,-10.461,1,100,0.104,123.152,4,0.205,
151,drake,kmt,2,2,0.0143,0.872,162638,0.623,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0214,1,0.125,-6.984,1,100,0.0446,119.983,4,0.0883,
152,drake,lose you,1,3,0.736,0.519,305374,0.576,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0,4,0.371,-9.162,1,100,0.414,87.983,4,0.373,
153,drake,madiba riddim,2,0,0.235,0.834,205163,0.527,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.00968,7,0.632,-10.4,1,100,0.193,105.86,4,0.319,
154,drake,14-Mar,1,1,0.4,0.5,309560,0.419,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0,10,0.36,-7.349,0,100,0.39,91.963,4,0.313,
155,drake,mob ties,1,2,0.0443,0.755,205147,0.575,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.00127,4,0.276,-8.392,0,100,0.0673,85.994,4,0.493,
156,drake,nice for what,13,3,0.0934,0.567,210926,0.913,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.000124,8,0.114,-6.471,1,100,0.0736,93.35,4,0.792,
641,drake,that’s how you feel,1,0,0.152,0.81,157600,0.451,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0537,10,0.108,-6.348,0,100,0.249,85.417,4,0.359,
144,drake,gyalchester,11,3,0.0343,0.872,189230,0.389,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.000679,1,0.0941,-8.343,1,100,0.0634,131.012,4,0.156,
635,dram,broccoli,4,3,0.236,0.886,225205,0.525,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,8,0.057,-7.39,1,68,0.132,145.99,4,0.708,
172,dua lipa,idgaf,23,1,0.0403,0.836,217947,0.544,['pop'],0,7,0.0824,-5.975,1,87,0.0943,97.028,4,0.51,
173,dua lipa,new rules,47,2,0.00261,0.762,209320,0.7,['pop'],1.56E-05,9,0.153,-6.021,0,87,0.0694,116.073,4,0.608,
174,dustin lynch,seein' red,4,3,0.054,0.651,194893,0.808,"['contemporary country', 'country', 'country road', 'modern country rock']",0,1,0.0482,-4.731,0,69,0.0435,100.993,4,0.858,
175,dustin lynch,small town boy,20,0,0.0251,0.554,205733,0.743,"['contemporary country', 'country', 'country road', 'modern country rock']",0,9,0.359,-6.016,1,69,0.0287,72.997,4,0.673,
176,dylan scott,my girl,20,2,0.0353,0.652,197640,0.719,"['contemporary country', 'country road', 'modern country rock']",0,1,0.108,-7.251,1,62,0.033,94.969,4,0.24,
177,easton corbin,a girl like you,1,3,0.0178,0.74,217840,0.777,"['contemporary country', 'country', 'country road', 'modern country rock']",1.27E-06,5,0.0665,-4.405,1,59,0.0329,104.989,4,0.834,
187,ed sheeran,perfect,44,1,0.163,0.599,263400,0.448,['pop'],0,8,0.106,-6.312,1,89,0.0232,95.05,3,0.168,
185,ed sheeran,how would you feel (paean),2,3,0.424,0.617,280533,0.439,['pop'],0,9,0.127,-5.63,1,89,0.0269,139.979,4,0.242,
184,ed sheeran,hearts don't break around here,1,2,0.719,0.604,248413,0.366,['pop'],0,7,0.162,-7.881,1,89,0.0267,105.177,3,0.181,
183,ed sheeran,happier,2,1,0.536,0.522,207520,0.385,['pop'],0,0,0.135,-7.355,1,89,0.0288,89.792,4,0.236,
182,ed sheeran,galway girl,5,0,0.0735,0.624,170827,0.876,['pop'],0,9,0.327,-3.374,1,89,0.1,99.943,4,0.781,
181,ed sheeran,eraser,1,3,0.086,0.64,227427,0.812,['pop'],0,8,0.0509,-5.647,0,89,0.0834,86.013,4,0.914,
180,ed sheeran,dive,2,2,0.355,0.761,238440,0.386,['pop'],0,4,0.0953,-6.158,1,89,0.0399,134.943,3,0.526,
179,ed sheeran,castle on the hill,30,1,0.0232,0.461,261154,0.834,['pop'],1.14E-05,2,0.14,-4.868,1,89,0.0989,135.007,4,0.471,
178,ed sheeran,barcelona,1,0,0.448,0.747,191147,0.76,['pop'],0,1,0.153,-4.294,1,89,0.187,99.975,4,0.682,
186,ed sheeran,new man,1,0,0.0559,0.78,189280,0.745,['pop'],0,7,0.0595,-3.97,1,89,0.145,94.026,4,0.862,
188,ed sheeran,shape of you,55,2,0.581,0.825,233713,0.652,['pop'],0,1,0.0931,-3.183,0,89,0.0802,95.977,4,0.931,
189,ed sheeran,supermarket flowers,1,3,0.914,0.589,221107,0.242,['pop'],0,6,0.0887,-10.517,1,89,0.0442,89.749,4,0.257,
190,ed sheeran,what do i know?,1,0,0.251,0.838,237333,0.492,['pop'],0,1,0.262,-5.69,0,89,0.038,115.092,4,0.895,
644,el chombo,dame tu cosita (feat. cutty ranks),1,1,0.0348,0.891,152000,0.925,"['latin', 'latin hip hop', 'panamanian pop', 'reggaeton', 'tropical']",0,2,0.277,-5.271,1,51,0.156,110.017,4,0.692,
191,ella mai,boo'd up,14,2,0.095,0.481,256064,0.79,"['dance pop', 'deep pop r&b', 'indie r&b', 'pop', 'r&b', 'urban contemporary']",0,10,0.0802,-5.189,0,74,0.0606,81.939,4,0.24,
192,eminem,believe,1,3,0.168,0.884,315347,0.483,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",0,1,0.343,-5.629,0,87,0.175,130.086,4,0.105,
646,eminem,river (feat. ed sheeran),12,0,0.165,0.754,221013,0.743,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",0,8,0.0746,-5.794,0,87,0.495,90.053,4,0.661,
645,eminem,walk on water (feat. beyoncé),4,2,0.802,0.56,303640,0.439,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",0,9,0.664,-10.211,0,87,0.211,90.761,4,0.626,
193,eminem,untouchable,1,1,0.0829,0.641,370133,0.889,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",0,7,0.133,-3.39,1,87,0.413,85.803,4,0.634,
194,enrique iglesias,subeme la radio,9,0,0.0744,0.684,208163,0.823,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'pop quebecois', 'tropical']",0,9,0.111,-3.297,0,78,0.0773,91.048,4,0.647,
647,enrique iglesias,el baño,1,3,0.132,0.719,228139,0.842,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'pop quebecois', 'tropical']",0,6,0.105,-3.562,0,78,0.0383,90.017,4,0.534,
196,eric church,round here buzz,18,2,0.0422,0.638,214627,0.441,"['contemporary country', 'country', 'country road', 'modern country rock']",1.33E-05,2,0.107,-9.064,1,71,0.0347,76.078,4,0.473,
195,eric church,kill a word,8,1,0.0164,0.651,199213,0.732,"['contemporary country', 'country', 'country road', 'modern country rock']",1.58E-06,2,0.0925,-8.037,1,71,0.0381,85.023,4,0.638,
648,famous dex,pick it up (feat. a$ap rocky),19,0,0.0149,0.921,191252,0.467,"['drill', 'pop', 'rap', 'trap music', 'underground hip hop']",0.000238,1,0.334,-8.443,1,75,0.119,135.995,4,0.287,
197,famous dex,japan,15,3,0.121,0.733,142000,0.678,"['drill', 'pop', 'rap', 'trap music', 'underground hip hop']",0,6,0.344,-7.771,1,75,0.438,175.985,4,0.841,
649,farruko,krippy kush - remix,5,1,0.0512,0.743,237160,0.671,"['latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']",0,9,0.116,-5.241,1,79,0.122,163.229,4,0.499,
198,fifth harmony,down,10,2,0.0162,0.53,165200,0.512,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']",7.04E-05,8,0.128,-7.094,1,74,0.133,196.121,4,0.401,
199,fitz and the tantrums,handclap,2,3,0.00609,0.636,193253,0.836,"['indie pop', 'indie poptimism', 'indietronica', 'la indie', 'modern rock', 'pop quebecois']",0.000157,8,0.0828,-3.004,1,63,0.0427,139.956,4,0.715,
200,florida georgia line,"god, your mama, and me",19,1,0.333,0.439,183413,0.802,"['contemporary country', 'country road', 'modern country rock']",0,7,0.377,-3.644,1,81,0.054,168.032,4,0.725,
201,florida georgia line,simple,5,2,0.0848,0.375,185200,0.889,"['contemporary country', 'country road', 'modern country rock']",0,3,0.136,-3.704,1,81,0.0991,199.669,4,0.881,
202,florida georgia line,smooth,7,3,0.214,0.471,170200,0.848,"['contemporary country', 'country road', 'modern country rock']",1.84E-05,6,0.658,-5.355,1,81,0.0538,161.049,4,0.332,
203,foster the people,sit next to me,16,0,0.117,0.638,243147,0.738,"['indie pop', 'indietronica', 'la indie', 'modern rock']",0.000384,6,0.689,-4.976,0,73,0.0292,97.021,4,0.657,
204,frank ocean,chanel,1,1,0.874,0.776,210285,0.503,"['hip hop', 'indie r&b', 'neo soul', 'pop', 'rap']",0,0,0.112,-5.732,0,79,0.237,110.134,4,0.473,
205,french montana,a lie,1,2,0.0235,0.516,226790,0.792,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,1,0.404,-5.38,0,81,0.216,121.189,5,0.524,
206,french montana,unforgettable,41,3,0.0293,0.726,233902,0.769,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0101,6,0.104,-5.043,1,81,0.123,97.985,4,0.733,
221,future,you da baddest,2,2,0.109,0.807,242933,0.736,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.00729,7,0.104,-6.748,1,87,0.151,154.023,4,0.54,
207,future,4 da gang,1,0,0.0751,0.705,187749,0.474,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,2,0.229,-7.534,1,87,0.355,146.244,4,0.179,
208,future,all da smoke,1,1,0.0265,0.893,204960,0.583,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",1.33E-05,0,0.149,-6.862,1,87,0.341,147,4,0.115,
209,future,comin out strong,3,2,0.29,0.628,254370,0.481,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,1,0.118,-7.775,1,87,0.475,108.761,5,0.33,
210,future,draco,8,3,0.000668,0.804,225135,0.456,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,8,0.31,-7.44,1,87,0.0468,130.014,4,0.165,
211,future,extra luv,1,0,0.188,0.831,246173,0.573,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.000883,4,0.109,-6.408,0,87,0.221,100.015,4,0.229,
212,future,feed me dope,1,1,0.0118,0.853,166693,0.688,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,8,0.151,-6.509,0,87,0.296,150.012,4,0.565,
222,future,zoom,1,3,0.0145,0.852,278429,0.438,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,9,0.263,-7.673,1,87,0.426,150.945,4,0.627,
213,future,mask off,31,2,0.0102,0.833,204600,0.434,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0219,2,0.165,-8.795,1,87,0.431,150.062,4,0.281,
215,future,patek water,4,0,0.274,0.86,189480,0.561,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,6,0.108,-5.757,0,87,0.185,152.984,4,0.354,
216,future,rent money,1,1,0.0331,0.694,265366,0.493,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",2.04E-06,1,0.431,-8.581,1,87,0.373,166.457,4,0.313,
217,future,selfish,10,2,0.0303,0.415,251423,0.369,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",7.64E-06,8,0.383,-10.044,1,87,0.0741,95.746,4,0.0913,
218,future,super trapper,1,3,0.423,0.816,230129,0.414,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,1,0.125,-7.953,1,87,0.119,150.008,4,0.197,
