,artist,song,num_weeks,index_y,acousticness,danceability,duration_ms,energy,genre,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,valence,0
219,future,three,1,0,0.00841,0.725,159400,0.692,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,5,0.0912,-5.742,0,87,0.257,169.025,4,0.298,
220,future,used to this,6,1,0.0312,0.618,180520,0.727,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,3,0.196,-7.224,0,87,0.208,164.992,4,0.401,
214,future,no cap,1,3,0.00108,0.8,144142,0.523,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,1,0.352,-6.578,1,87,0.107,147.057,4,0.379,
650,g-eazy,good life (with g-eazy & kehlani),5,0,0.00464,0.565,225526,0.771,"['hip hop', 'indie pop rap', 'pop', 'pop rap', 'rap']",0,1,0.0568,-5.22,1,83,0.213,168.385,4,0.573,
651,g-eazy,him & i (with halsey),19,1,0.0534,0.589,268867,0.731,"['hip hop', 'indie pop rap', 'pop', 'pop rap', 'rap']",0,2,0.308,-6.343,1,83,0.0868,87.908,4,0.191,
224,g-eazy,some kind of drug,3,3,0.0705,0.586,222467,0.525,"['hip hop', 'indie pop rap', 'pop', 'pop rap', 'rap']",0,0,0.0729,-8.968,1,83,0.498,126.51,4,0.491,
225,g-eazy,the plan,1,0,0.00278,0.826,250293,0.597,"['hip hop', 'indie pop rap', 'pop', 'pop rap', 'rap']",0,1,0.156,-7.807,1,83,0.432,118.044,4,0.35,
223,g-eazy,no limit,28,2,0.0117,0.838,245387,0.771,"['hip hop', 'indie pop rap', 'pop', 'pop rap', 'rap']",0,1,0.0853,-3.791,1,83,0.244,175.957,4,0.405,
226,goldlink,crew,21,1,0.133,0.728,176702,0.607,"['hip hop', 'indie r&b', 'pop rap', 'rap', 'underground hip hop']",0,1,0.0864,-8.417,0,70,0.132,129.938,4,0.445,
652,gorillaz,humility (feat. george benson),1,2,0.144,0.632,197933,0.807,"['alternative hip hop', 'art pop']",0.0211,0,0.125,-5.893,1,80,0.126,160.174,4,0.784,
227,granger smith,if the boot fits,1,0,0.0252,0.528,170093,0.928,"['contemporary country', 'country', 'country road', 'modern country rock', 'outlaw country', 'redneck', 'texas country']",2.88E-06,3,0.0467,-5.743,1,61,0.0456,162.069,4,0.885,
228,gucci mane,make love,1,0,0.00528,0.972,300160,0.563,"['dirty south rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.00257,11,0.111,-6.983,1,82,0.156,129.984,4,0.217,
653,gucci mane,met gala (feat. offset),2,1,0.052,0.817,209143,0.587,"['dirty south rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.00165,2,0.185,-6.502,1,82,0.108,140.062,4,0.352,
654,gucci mane,stunting ain't nuthin (feat. slim jxmmi & young dolph),1,2,0.177,0.86,316053,0.71,"['dirty south rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,7,0.0865,-5.705,1,82,0.285,122.993,4,0.764,
655,gucci mane,i get the bag (feat. migos),26,3,0.0232,0.89,233087,0.633,"['dirty south rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.000343,11,0.0993,-5.475,1,82,0.168,139.948,4,0.425,
656,gucci mane,curve (feat. the weeknd),3,2,0.294,0.76,161990,0.476,"['dirty south rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,8,0.1,-8.103,1,82,0.241,147.01,4,0.354,
657,gucci mane,both (feat. drake),16,1,0.119,0.85,190312,0.405,"['dirty south rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.000118,7,0.0707,-7.509,0,82,0.225,139.976,4,0.344,
229,h.e.r.,focus,1,3,0.255,0.415,200133,0.313,"['indie r&b', 'pop', 'r&b']",1.40E-05,1,0.117,-12.945,0,73,0.0561,84.953,4,0.0875,
230,hailee steinfeld,most girls,16,1,0.0485,0.76,204400,0.588,"['dance pop', 'pop', 'post-teen pop']",0,9,0.0847,-7.082,1,78,0.0775,102.974,4,0.384,
231,hailee steinfeld,starving,3,2,0.39,0.712,181880,0.62,"['dance pop', 'pop', 'post-teen pop']",0,4,0.0994,-4.187,1,78,0.0888,99.953,4,0.494,
658,hailee steinfeld,"let me go (with alesso, florida georgia line & watt)",21,0,0.0337,0.663,174800,0.708,"['dance pop', 'pop', 'post-teen pop']",0,8,0.0841,-4.154,1,78,0.0473,103.073,4,0.742,
659,halsey,alone (feat. big sean & stefflon don),12,3,0.0164,0.445,207458,0.662,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",0,2,0.219,-4.802,0,81,0.181,200.04,4,0.479,
233,halsey,now or never,20,1,0.105,0.658,214802,0.588,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",1.28E-06,6,0.125,-4.902,0,81,0.0367,110.075,4,0.434,
234,halsey,strangers,1,2,0.0124,0.695,221206,0.788,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",2.20E-05,11,0.205,-4.79,1,81,0.0592,109.985,4,0.278,
232,halsey,bad at love,32,0,0.06,0.675,181279,0.736,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",0,0,0.0879,-3.604,1,81,0.0302,118.369,4,0.607,
235,harry styles,sign of the times,13,3,0.0275,0.516,340707,0.595,"['pop', 'post-teen pop']",0,5,0.109,-4.63,1,73,0.0313,119.972,4,0.222,
236,harry styles,sweet creature,1,0,0.746,0.427,224867,0.262,"['pop', 'post-teen pop']",0,7,0.068,-8.541,1,73,0.0276,104.085,4,0.228,
237,hey violet,guys my age,4,1,0.12,0.688,213695,0.687,"['dance pop', 'electropop', 'indie poptimism', 'pixie', 'pop', 'post-teen pop', 'teen pop']",0,8,0.0792,-5.332,0,57,0.0356,122.043,4,0.269,
238,high valley,she's with me,8,2,0.0285,0.599,180302,0.931,"['canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",0,11,0.102,-3.662,1,54,0.0517,111.012,4,0.788,
239,imagine dragons,believer,51,0,0.0492,0.784,204347,0.78,"['modern rock', 'vegas indie']",0,10,0.118,-4.275,0,86,0.102,124.953,4,0.722,
240,imagine dragons,thunder,51,1,0.00763,0.601,187147,0.809,"['modern rock', 'vegas indie']",0.0757,0,0.145,-4.814,1,86,0.0441,167.96,4,0.249,
241,imagine dragons,whatever it takes,23,2,0.0409,0.675,201240,0.674,"['modern rock', 'vegas indie']",0,1,0.128,-4.984,1,86,0.0305,134.941,4,0.569,
242,j balvin,mi gente,29,3,0.0164,0.535,189440,0.678,"['latin', 'reggaeton']",1.31E-05,11,0.128,-4.906,0,91,0.0998,102.681,4,0.287,
663,j. cole,the cut off (feat. kill edward),1,3,0.185,0.74,237295,0.543,"['pop', 'pop rap', 'rap']",0,1,0.372,-7.979,1,84,0.399,78.198,4,0.337,
662,j. cole,window pain - outro,1,0,0.0607,0.72,286730,0.626,"['pop', 'pop rap', 'rap']",0,8,0.0728,-9.351,1,84,0.397,75.032,4,0.182,
661,j. cole,once an addict - interlude,1,1,0.626,0.548,197822,0.472,"['pop', 'pop rap', 'rap']",0,8,0.119,-8.343,1,84,0.477,82.36,4,0.138,
660,j. cole,kevin’s heart,5,3,0.482,0.829,200310,0.527,"['pop', 'pop rap', 'rap']",0,6,0.631,-6.644,0,84,0.367,116.078,4,0.473,
243,j. cole,atm,5,1,0.115,0.719,216727,0.497,"['pop', 'pop rap', 'rap']",0,8,0.0898,-7.661,1,84,0.681,81.651,4,0.345,
244,j. cole,brackets,1,2,0.19,0.675,315771,0.567,"['pop', 'pop rap', 'rap']",1.77E-06,10,0.175,-9.147,0,84,0.263,84.039,4,0.658,
245,j. cole,deja vu,13,3,0.361,0.653,264747,0.409,"['pop', 'pop rap', 'rap']",0.00012,9,0.189,-11.446,1,84,0.421,174.324,4,0.187,
246,j. cole,kod,11,2,0.21,0.831,191437,0.782,"['pop', 'pop rap', 'rap']",0,0,0.113,-6.274,1,84,0.15,141.869,4,0.199,
666,j. cole,1985 - intro to “the fall off”,1,1,0.147,0.678,190177,0.648,"['pop', 'pop rap', 'rap']",0,2,0.182,-5.892,1,84,0.445,94.336,4,0.635,
664,j. cole,friends (feat. kill edward),1,0,0.102,0.716,257646,0.652,"['pop', 'pop rap', 'rap']",0,6,0.11,-7.909,0,84,0.398,109.295,5,0.494,
665,j. cole,1985 - intro to “the fall off”,1,0,0.147,0.678,190177,0.648,"['pop', 'pop rap', 'rap']",0,2,0.182,-5.892,1,84,0.445,94.336,4,0.635,
248,j. cole,photograph,2,2,0.0299,0.825,218954,0.487,"['pop', 'pop rap', 'rap']",0,1,0.0868,-6.416,1,84,0.233,105.05,3,0.372,
247,j. cole,motiv8,2,0,0.135,0.869,133922,0.385,"['pop', 'pop rap', 'rap']",0,4,0.0931,-7.801,1,84,0.297,149.897,4,0.596,
249,jacquees,b.e.d.,13,0,0.00386,0.74,236147,0.538,"['dance pop', 'deep pop r&b', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",0,1,0.0963,-6.496,1,68,0.0578,122.024,4,0.177,
250,jake owen,i was jack (you were diane),6,0,0.0875,0.612,188013,0.878,"['contemporary country', 'country', 'country road', 'modern country rock']",0,6,0.0505,-3.556,1,67,0.0452,94.014,4,0.599,
251,jake paul,it's everyday bro,2,1,0.00142,0.79,217678,0.714,[],0,1,0.111,-7.86,0,58,0.202,150.033,5,0.559,
252,jake paul,jerika,1,2,0.158,0.548,248469,0.693,[],0,4,0.168,-6.458,0,58,0.0825,133.919,4,0.159,
253,james arthur,say you won't let go,38,3,0.695,0.358,211467,0.557,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'talent show']",0,10,0.0902,-7.398,1,78,0.059,85.043,4,0.494,
667,janelle monáe,make me feel,1,0,0.132,0.859,194230,0.413,"['electropop', 'escape room', 'indie r&b', 'neo soul', 'pop']",0,1,0.334,-7.399,1,70,0.182,115.035,4,0.697,
254,jason aldean,any ol' barstool,17,1,0.312,0.536,203293,0.722,"['contemporary country', 'country', 'country road']",0,4,0.117,-4.163,1,75,0.0284,143.78,4,0.499,
255,jason aldean,they don't know,12,3,0.0207,0.434,195307,0.921,"['contemporary country', 'country', 'country road']",0.00209,10,0.116,-2.248,0,75,0.0688,171.945,4,0.426,
256,jason aldean,you make it easy,20,0,0.143,0.375,196800,0.574,"['contemporary country', 'country', 'country road']",0,7,0.11,-5.305,1,75,0.0315,132.025,3,0.406,
668,jason aldean,drowns the whiskey (feat. miranda lambert),3,2,0.294,0.552,202067,0.698,"['contemporary country', 'country', 'country road']",0.000103,8,0.0905,-4.817,1,75,0.0306,90.006,4,0.6,
669,jason derulo,swalla (feat. nicki minaj & ty dolla $ign),20,1,0.075,0.696,216409,0.817,"['dance pop', 'pinoy hip hop', 'pop', 'pop rap', 'post-teen pop', 'r&b']",0,1,0.187,-3.862,1,82,0.109,98.064,4,0.782,
670,jay rock,"king's dead (with kendrick lamar, future & james blake)",20,2,0.000874,0.563,229670,0.717,"['gangster rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,1,0.183,-5.186,1,76,0.337,82.064,4,0.427,
257,jennifer lopez,dinero,1,3,0.41,0.721,213750,0.881,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",7.61E-06,8,0.292,-2.528,1,77,0.342,127.759,4,0.643,
258,jhene aiko,sativa,16,0,0.335,0.743,276960,0.624,"['dance pop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']",0,6,0.469,-7.403,0,75,0.0484,126.056,4,0.713,
259,john legend,love me now,5,1,0.572,0.416,210307,0.773,"['neo soul', 'pop', 'r&b', 'urban contemporary']",0,8,0.105,-3.784,1,77,0.0949,122.65,4,0.716,
260,jon bellion,all time low,6,2,0.0508,0.584,217603,0.569,"['pop', 'pop rap']",0,0,0.0924,-4.259,1,70,0.166,89.779,4,0.501,
262,jon pardi,heartache on the dance floor,18,0,0.0617,0.594,205200,0.824,"['contemporary country', 'country', 'country road', 'modern country rock']",0,9,0.0861,-4.252,1,68,0.0458,116.005,4,0.671,
261,jon pardi,dirt on my boots,12,3,0.116,0.685,201893,0.783,"['contemporary country', 'country', 'country road', 'modern country rock']",0,11,0.194,-4.152,1,68,0.0276,90.008,4,0.525,
263,jordan davis,singles you up,19,1,0.0491,0.491,182667,0.907,['contemporary country'],0,7,0.242,-3.594,1,64,0.0481,199.943,4,0.631,
264,josh turner,hometown girl,16,3,0.263,0.505,215080,0.79,"['contemporary country', 'country', 'country road', 'modern country rock']",0.0884,3,0.123,-5.442,0,64,0.035,155.934,4,0.445,
265,joyner lucas,stranger things,1,0,0.443,0.867,219733,0.663,"['hip hop', 'rap']",0,10,0.117,-5.838,0,67,0.178,121.978,4,0.481,
266,juice wrld,all girls are the same,8,1,0.0769,0.671,165820,0.529,"['rap', 'trap music']",0.000335,0,0.0856,-7.226,1,86,0.307,161.989,4,0.203,
267,juice wrld,legends,1,2,0.115,0.594,191840,0.798,"['rap', 'trap music']",0,4,0.143,-5.244,1,86,0.0844,142.049,4,0.381,
268,juice wrld,lucid dreams,8,3,0.349,0.511,239836,0.566,"['rap', 'trap music']",0,6,0.34,-7.23,0,86,0.2,83.903,4,0.218,
269,julia michaels,issues,28,0,0.427,0.725,176320,0.42,"['dance pop', 'electropop', 'pop', 'post-teen pop']",0,8,0.061,-6.811,1,80,0.0811,113.975,4,0.424,
671,justin bieber,friends (with bloodpop®),10,1,0.00398,0.744,189467,0.752,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",0,8,0.307,-5.316,1,84,0.0368,104.99,4,0.65,
270,justin moore,somebody else will,13,2,0.0353,0.488,165173,0.744,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",0,2,0.0952,-4.284,0,63,0.131,180.007,4,0.59,
271,justin timberlake,filthy,6,0,0.0354,0.745,293947,0.579,"['dance pop', 'pop']",0.0118,1,0.246,-5.771,1,80,0.138,97.002,4,0.645,
272,justin timberlake,man of the woods,1,1,0.315,0.624,243987,0.452,"['dance pop', 'pop']",1.02E-05,0,0.311,-8.206,1,80,0.0681,199.775,4,0.724,
273,justin timberlake,say something,16,2,0.103,0.707,278893,0.632,"['dance pop', 'pop']",1.09E-05,10,0.0841,-7.031,1,80,0.0789,97.04,4,0.372,
274,justin timberlake,supplies,2,3,0.00695,0.793,225600,0.554,"['dance pop', 'pop']",0,11,0.127,-6.624,0,80,0.0451,119.993,4,0.225,
281,kaleo,way down we go,3,0,0.579,0.489,213707,0.505,"['icelandic indie', 'modern alternative rock']",0.000333,10,0.104,-8.022,0,66,0.117,163.255,4,0.337,
285,kane brown,what ifs,23,0,0.00898,0.612,188253,0.799,"['contemporary country', 'country road']",0,10,0.172,-4.603,1,73,0.0275,125.976,4,0.687,
282,kane brown,found you,1,1,0.0528,0.46,191733,0.821,"['contemporary country', 'country road']",0,4,0.0818,-5.333,0,73,0.0404,164.144,4,0.438,
283,kane brown,heaven,27,2,0.263,0.677,179507,0.556,"['contemporary country', 'country road']",0,9,0.105,-6.544,1,73,0.0306,80.009,4,0.521,
284,kane brown,lose it,1,3,0.00261,0.549,178733,0.869,"['contemporary country', 'country road']",1.77E-06,4,0.29,-4.905,0,73,0.0289,91.988,4,0.433,
286,kanye west,all mine,5,1,0.125,0.925,145507,0.308,"['pop rap', 'rap']",0,11,0.0933,-6.562,0,89,0.338,122.099,4,0.265,
287,kanye west,ghost town,2,2,0.0954,0.572,271387,0.543,"['pop rap', 'rap']",0,7,0.329,-4.251,0,89,0.0287,83.364,4,0.329,
288,kanye west,i thought about killing you,1,3,0.822,0.742,274187,0.407,"['pop rap', 'rap']",0,2,0.0541,-6.938,1,89,0.426,116.064,4,0.39,
289,kanye west,no mistakes,1,0,0.039,0.64,123040,0.643,"['pop rap', 'rap']",0,10,0.109,-2.442,0,89,0.0625,80.025,4,0.335,
290,kanye west,violent crimes,2,1,0.374,0.665,215320,0.417,"['pop rap', 'rap']",0,1,0.186,-6.731,0,89,0.524,110.111,4,0.04,
291,kanye west,wouldn't leave,2,2,0.494,0.555,205547,0.433,"['pop rap', 'rap']",0,3,0.313,-8.559,1,89,0.546,164.236,4,0.352,
292,kanye west,yikes,5,0,0.145,0.676,188773,0.777,"['pop rap', 'rap']",0,1,0.228,-3.241,0,89,0.357,173.931,4,0.226,
674,kanye west,ye vs. the people (starring ti as the people),1,3,0.0568,0.464,202641,0.822,"['pop rap', 'rap']",0,1,0.103,-1.881,1,89,0.294,79.973,4,0.722,
293,katy perry,chained to the rhythm,15,2,0.0763,0.52,237734,0.798,"['dance pop', 'pop', 'post-teen pop']",0,0,0.144,-5.389,1,79,0.0944,95.252,4,0.485,
294,katy perry,swish swish,10,3,0.0192,0.836,242510,0.705,"['dance pop', 'pop', 'post-teen pop']",1.47E-05,5,0.107,-5.221,0,79,0.0537,119.949,4,0.553,
675,katy perry,bon appétit,6,1,0.117,0.803,227822,0.791,"['dance pop', 'pop', 'post-teen pop']",8.38E-05,6,0.242,-5.759,1,79,0.0633,106.044,4,0.564,
298,keith urban,the fighter,22,0,0.0304,0.681,184040,0.845,"['australian country', 'contemporary country', 'country', 'country road']",0,11,0.197,-5.147,0,72,0.0525,132.023,4,0.761,
295,keith urban,blue ain't your color,1,1,0.606,0.686,230600,0.417,"['australian country', 'contemporary country', 'country', 'country road']",1.79E-06,7,0.0844,-7.787,1,72,0.0363,82.407,3,0.451,
296,keith urban,coming home,2,2,0.216,0.383,213939,0.703,"['australian country', 'contemporary country', 'country', 'country road']",5.47E-06,4,0.131,-6.988,1,72,0.228,88.502,4,0.57,
297,keith urban,female,6,3,0.186,0.567,195317,0.477,"['australian country', 'contemporary country', 'country', 'country road']",4.86E-05,8,0.111,-8.781,0,72,0.0331,85.019,5,0.321,
299,kelly clarkson,love so soft,13,1,0.0053,0.808,172427,0.581,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'r&b', 'talent show']",1.19E-05,11,0.0828,-5.43,1,72,0.07,130.012,4,0.758,
301,kelsea ballerini,yeah boy,13,3,0.231,0.589,194413,0.809,"['contemporary country', 'indonesian jazz', 'pop']",0,3,0.0719,-5.292,1,64,0.0376,88.965,4,0.496,
300,kelsea ballerini,legends,11,2,0.0558,0.575,243427,0.728,"['contemporary country', 'indonesian jazz', 'pop']",0,4,0.0909,-5.846,1,64,0.032,112.029,4,0.242,
311,kendrick lamar,lust.,2,1,0.198,0.651,307880,0.562,"['hip hop', 'pop rap', 'rap', 'west coast rap']",0,3,0.108,-9.431,0,87,0.515,94.011,4,0.581,
685,kendrick lamar,love. feat. zacari.,39,3,0.29,0.798,213400,0.582,"['hip hop', 'pop rap', 'rap', 'west coast rap']",0,10,0.153,-7.38,1,87,0.103,126.075,4,0.766,
313,kendrick lamar,yah.,3,1,0.61,0.648,160293,0.691,"['hip hop', 'pop rap', 'rap', 'west coast rap']",0,1,0.224,-7.935,1,87,0.239,69.982,4,0.622,
676,kendrick lamar,all the stars (with sza),21,0,0.0538,0.709,232187,0.635,"['hip hop', 'pop rap', 'rap', 'west coast rap']",0.000139,5,0.098,-4.865,0,87,0.0461,96.825,4,0.536,
677,kendrick lamar,the ways (with swae lee),,0,0.0739,0.725,238893,0.719,"['hip hop', 'pop rap', 'rap', 'west coast rap']",0,11,0.148,-5.885,0,87,0.0545,140.01,4,0.57,
312,kendrick lamar,pride.,2,2,0.0864,0.672,275253,0.546,"['hip hop', 'pop rap', 'rap', 'west coast rap']",5.75E-06,4,0.152,-6.992,0,87,0.0519,138.887,4,0.429,
678,kendrick lamar,xxx. feat. u2.,3,0,0.148,0.65,254200,0.618,"['hip hop', 'pop rap', 'rap', 'west coast rap']",1.69E-06,8,0.11,-6.975,1,87,0.357,129.989,4,0.297,
679,kendrick lamar,big shot (with travis scott),2,1,0.00763,0.854,221827,0.484,"['hip hop', 'pop rap', 'rap', 'west coast rap']",0,1,0.097,-9.054,1,87,0.213,130.087,4,0.302,
680,kendrick lamar,loyalty. feat. rihanna.,26,0,0.0224,0.681,227360,0.541,"['hip hop', 'pop rap', 'rap', 'west coast rap']",0,9,0.167,-8.926,0,87,0.055,110.803,4,0.413,
681,kendrick lamar,paramedic!,4,3,0.155,0.859,219307,0.651,"['hip hop', 'pop rap', 'rap', 'west coast rap']",0,1,0.14,-5.395,1,87,0.124,97.053,4,0.487,
682,kendrick lamar,x (with 2 chainz & saudi),,0,0.0225,0.764,267427,0.468,"['hip hop', 'pop rap', 'rap', 'west coast rap']",0,2,0.26,-8.48,1,87,0.274,131.026,4,0.36,
683,kendrick lamar,"bitch, don’t kill my vibe - remix",,0,0.0542,0.611,278800,0.789,"['hip hop', 'pop rap', 'rap', 'west coast rap']",0,1,0.221,-5.825,1,87,0.258,133.815,4,0.148,
310,kendrick lamar,humble.,37,2,0.000259,0.904,177000,0.611,"['hip hop', 'pop rap', 'rap', 'west coast rap']",2.03E-05,1,0.0976,-6.842,0,87,0.0888,150.02,4,0.4,
309,kendrick lamar,god.,2,1,0.0377,0.696,248827,0.565,"['hip hop', 'pop rap', 'rap', 'west coast rap']",0,0,0.199,-5.933,1,87,0.0892,132.893,4,0.216,
684,kendrick lamar,pray for me (with kendrick lamar),,3,0.0999,0.729,211440,0.667,"['hip hop', 'pop rap', 'rap', 'west coast rap']",2.46E-05,2,0.102,-5.029,1,87,0.114,100.483,4,0.156,
307,kendrick lamar,fear.,2,3,0.592,0.585,460573,0.473,"['hip hop', 'pop rap', 'rap', 'west coast rap']",9.42E-06,1,0.602,-7.067,1,87,0.3,149.67,4,0.47,
306,kendrick lamar,element.,11,2,0.22,0.734,208733,0.687,"['hip hop', 'pop rap', 'rap', 'west coast rap']",0,4,0.215,-4.728,0,87,0.476,189.791,4,0.476,
305,kendrick lamar,duckworth.,1,1,0.0479,0.546,248613,0.728,"['hip hop', 'pop rap', 'rap', 'west coast rap']",0,0,0.266,-6.908,1,87,0.632,177.008,4,0.639,
304,kendrick lamar,dna.,20,0,0.0047,0.637,185947,0.514,"['hip hop', 'pop rap', 'rap', 'west coast rap']",0,1,0.094,-6.763,1,87,0.365,139.931,4,0.402,
302,kendrick lamar,black panther,1,2,0.62,0.459,130613,0.587,"['hip hop', 'pop rap', 'rap', 'west coast rap']",2.23E-06,1,0.268,-9.391,1,87,0.432,90.796,4,0.441,
303,kendrick lamar,blood.,1,3,0.125,0.353,118067,0.245,"['hip hop', 'pop rap', 'rap', 'west coast rap']",0.153,8,0.491,-16.69,0,87,0.194,157.331,4,0.489,
308,kendrick lamar,feel.,2,0,0.164,0.731,214827,0.795,"['hip hop', 'pop rap', 'rap', 'west coast rap']",0,9,0.142,-8.347,0,87,0.356,109.897,4,0.522,
314,kenny chesney,all the pretty girls,14,2,0.00916,0.612,212893,0.848,"['contemporary country', 'country', 'country road']",0,6,0.366,-3.736,1,74,0.0368,120.996,4,0.719,
315,kenny chesney,bar at the end of the world,1,3,0.00541,0.529,207307,0.8,"['contemporary country', 'country', 'country road']",0,2,0.104,-3.726,1,74,0.031,100.035,4,0.687,
316,kenny chesney,get along,13,0,0.0997,0.602,199627,0.805,"['contemporary country', 'country', 'country road']",0,7,0.172,-6.079,1,74,0.0473,92.401,4,0.322,
319,kesha,woman,1,3,0.0438,0.743,196360,0.765,"['dance pop', 'electropop', 'pop', 'pop rap', 'post-teen pop']",0.0416,5,0.667,-3.586,0,74,0.0389,114.991,4,0.338,
317,kesha,learn to let go,1,1,0.00369,0.515,217547,0.847,"['dance pop', 'electropop', 'pop', 'pop rap', 'post-teen pop']",6.66E-05,5,0.293,-2.951,1,74,0.039,168.104,4,0.645,
318,kesha,praying,21,2,0.48,0.565,230269,0.381,"['dance pop', 'electropop', 'pop', 'pop rap', 'post-teen pop']",0,10,0.109,-7.204,1,74,0.0302,73.483,4,0.325,
321,kevin gates,let it sing,1,1,0.0392,0.737,195456,0.728,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,5,0.159,-5.498,0,73,0.402,144.964,4,0.587,
320,kevin gates,change lanes,1,0,0.129,0.706,205861,0.783,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,2,0.0952,-5.337,1,73,0.424,130.195,4,0.513,
686,khalid,love lies (with normani),20,3,0.0956,0.708,201707,0.648,"['indie r&b', 'pop']",0,6,0.134,-5.626,1,90,0.0449,143.955,4,0.338,
687,khalid,otw,10,2,0.183,0.652,263014,0.678,"['indie r&b', 'pop']",3.26E-05,2,0.106,-6.183,1,90,0.0541,72.989,4,0.28,
323,khalid,young dumb & broke,35,1,0.199,0.798,202547,0.539,"['indie r&b', 'pop']",1.66E-05,1,0.165,-6.351,1,90,0.0421,136.949,4,0.394,
322,khalid,location,40,2,0.33,0.736,219080,0.449,"['indie r&b', 'pop']",0.000162,1,0.0898,-11.462,0,90,0.425,80.126,4,0.326,
280,kids see ghosts,reborn,2,2,0.339,0.585,324674,0.597,"['hip hop', 'pop', 'pop rap', 'rap']",0.0404,0,0.195,-7.499,1,77,0.037,100.051,4,0.227,
278,kids see ghosts,fire,1,3,0.472,0.709,140527,0.751,"['hip hop', 'pop', 'pop rap', 'rap']",4.71E-06,6,0.182,-3.801,1,77,0.16,104.999,4,0.37,
277,kids see ghosts,feel the love,1,2,0.126,0.58,165053,0.469,"['hip hop', 'pop', 'pop rap', 'rap']",7.32E-05,0,0.099,-5.946,0,77,0.104,110.573,4,0.369,
276,kids see ghosts,cudi montage,1,1,0.401,0.729,197001,0.504,"['hip hop', 'pop', 'pop rap', 'rap']",1.44E-06,8,0.121,-6.784,0,77,0.0321,110.011,4,0.305,
275,kids see ghosts,4th dimension,1,0,0.278,0.765,153351,0.542,"['hip hop', 'pop', 'pop rap', 'rap']",1.87E-05,1,0.609,-6.755,1,77,0.39,171.945,4,0.734,
672,kids see ghosts,freeee (ghost town pt. 2),1,0,0.00457,0.334,206605,0.81,"['hip hop', 'pop', 'pop rap', 'rap']",0,9,0.158,-4.855,0,77,0.0632,151.643,4,0.306,
279,kids see ghosts,kids see ghosts,1,1,0.113,0.841,245098,0.682,"['hip hop', 'pop', 'pop rap', 'rap']",9.65E-05,2,0.131,-7.007,1,77,0.0458,94.985,4,0.338,
324,kip moore,more girls like you,12,3,0.00746,0.551,154707,0.716,"['contemporary country', 'country', 'country road', 'modern country rock']",0,2,0.13,-5.431,1,63,0.0305,75.001,4,0.739,
326,kodak black,first day out,1,3,0.405,0.806,180000,0.557,"['pop', 'rap', 'southern hip hop', 'trap music']",6.62E-06,2,0.0838,-6.633,0,80,0.114,140.011,4,0.504,
329,kodak black,tunnel vision,20,3,0.0576,0.497,268187,0.489,"['pop', 'rap', 'southern hip hop', 'trap music']",9.91E-05,11,0.122,-7.724,0,80,0.294,171.853,4,0.231,
689,kodak black,codeine dreaming (feat. lil wayne),13,0,0.0652,0.736,264532,0.604,"['pop', 'rap', 'southern hip hop', 'trap music']",6.43E-05,1,0.124,-7.357,0,80,0.222,155.007,4,0.574,
690,kodak black,roll in peace (feat. xxxtentacion),25,1,0.0306,0.747,213132,0.524,"['pop', 'rap', 'southern hip hop', 'trap music']",0,10,0.2,-6.807,0,80,0.245,140.053,4,0.363,
328,kodak black,transportin',16,2,0.0319,0.804,169345,0.66,"['pop', 'rap', 'southern hip hop', 'trap music']",0,10,0.103,-4.86,0,80,0.0726,94.053,4,0.257,
