,level_0,index_x,artist,song,num_weeks,index_y,acousticness,danceability,duration_ms,energy,genre,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,valence,0
90,131.0,131.0,charlie puth,attention,39.0,3,0.109,0.775,208787.0,0.613,"['pop', 'post-teen pop', 'viral pop']",2.33e-05,3.0,0.134,-4.586,0.0,81.0,0.0542,100.066,4.0,0.797,
623,,,cheat codes,no promises (feat. demi lovato),,2,0.0572,0.7390000000000001,222787.0,0.619,"['dance pop', 'edm', 'indie poptimism', 'pop', 'post-teen pop', 'tropical house']",0.0,10.0,0.105,-6.669,1.0,78.0,0.162,112.961,4.0,0.58,
93,136.0,136.0,childish gambino,this is america,9.0,0,0.11699999999999999,0.8540000000000001,225773.0,0.46299999999999997,"['hip hop', 'pop rap', 'rap']",0.0,5.0,0.354,-6.159,1.0,82.0,0.13699999999999998,120.024,4.0,0.5489999999999999,
92,135.0,135.0,childish gambino,redbone,35.0,3,0.19899999999999998,0.743,326933.0,0.359,"['hip hop', 'pop rap', 'rap']",0.00611,1.0,0.13699999999999998,-10.401,1.0,82.0,0.0794,160.083,4.0,0.5870000000000001,
624,,,chloe kohanski,wish i didn’t love you - the voice performance,,3,0.835,0.46799999999999997,220630.0,0.34299999999999997,['deep talent show'],0.0,10.0,0.11699999999999999,-5.57,1.0,34.0,0.0355,129.586,4.0,0.326,
625,,,chloe kohanski,total eclipse of the heart - the voice performance,,2,0.0223,0.5329999999999999,181795.0,0.7340000000000001,['deep talent show'],0.0,5.0,0.273,-5.226,1.0,34.0,0.027000000000000003,134.067,3.0,0.327,
626,,,chris blue,money on you - the voice performance,,0,0.0234,0.628,194663.0,0.718,[],0.0,0.0,0.154,-5.92,1.0,27.0,0.0434,100.979,4.0,0.483,
97,145.0,145.0,chris brown,questions,13.0,1,0.00543,0.614,129478.0,0.598,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",0.0,10.0,0.1,-6.335,0.0,85.0,0.0561,105.803,4.0,0.565,
96,144.0,144.0,chris brown,privacy,17.0,0,0.153,0.741,220964.0,0.58,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",0.0,0.0,0.109,-7.7410000000000005,1.0,85.0,0.37799999999999995,97.09200000000001,4.0,0.428,
98,146.0,146.0,chris brown,tempo,4.0,2,0.192,0.769,218744.0,0.48200000000000004,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",0.0,10.0,0.0903,-7.205,1.0,85.0,0.0502,120.959,4.0,0.48700000000000004,
