,level_0,index_x,artist,song,num_weeks,index_y,acousticness,danceability,duration_ms,energy,genre,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,valence,0
5,8.0,8.0,21 savage,no heart,5.0,0,0.136,0.9059999999999999,235040.0,0.444,"['pop', 'rap', 'trap music']",6.440000000000001e-05,4.0,0.17300000000000001,-8.692,0.0,84.0,0.384,140.063,4.0,0.6779999999999999,
4,6.0,6.0,21 savage,famous,1.0,2,0.723,0.779,234280.0,0.597,"['pop', 'rap', 'trap music']",4.47e-05,9.0,0.0508,-9.652000000000001,0.0,84.0,0.434,173.986,4.0,0.6459999999999999,
7,14.0,14.0,5 seconds of summer,youngblood,5.0,2,0.0169,0.596,203418.0,0.8540000000000001,"['boy band', 'pop', 'post-teen pop']",0.0,7.0,0.124,-5.114,0.0,84.0,0.46299999999999997,120.274,4.0,0.152,
6,13.0,13.0,5 seconds of summer,want you back,1.0,1,0.0069900000000000006,0.618,173082.0,0.867,"['boy band', 'pop', 'post-teen pop']",1.03e-06,0.0,0.20199999999999999,-4.915,1.0,84.0,0.0439,98.03,4.0,0.579,
12,19.0,19.0,6ix9ine,kooda,8.0,3,0.175,0.885,142582.0,0.6409999999999999,[],0.0,1.0,0.23399999999999999,-4.455,1.0,79.0,0.35100000000000003,91.167,4.0,0.201,
13,20.0,20.0,6ix9ine,rondo,1.0,0,0.053,0.605,138474.0,0.789,[],0.0,9.0,0.735,-4.833,0.0,79.0,0.28800000000000003,189.86599999999999,4.0,0.731,
14,21.0,21.0,6ix9ine,tati,5.0,1,0.00214,0.779,154565.0,0.767,[],0.0,11.0,0.102,-5.462000000000001,0.0,79.0,0.258,91.98100000000001,4.0,0.523,
594,,,6ix9ine,keke,,2,0.0321,0.599,151915.0,0.857,[],0.0,7.0,0.4,-5.7,1.0,79.0,0.299,187.985,4.0,0.469,
9,16.0,16.0,6ix9ine,billy,8.0,0,0.175,0.764,112667.0,0.711,[],0.0,4.0,0.105,-3.818,0.0,79.0,0.28800000000000003,90.07600000000001,4.0,0.774,
11,18.0,18.0,6ix9ine,gummo,19.0,2,0.0553,0.66,157643.0,0.775,[],0.0,2.0,0.129,-4.926,1.0,79.0,0.172,157.036,4.0,0.635,
10,17.0,17.0,6ix9ine,gotti,1.0,1,0.0524,0.728,166852.0,0.584,[],0.0,10.0,0.0658,-7.255,0.0,79.0,0.17600000000000002,161.9,4.0,0.365,
8,15.0,15.0,6lack,prblms,8.0,3,0.0317,0.579,246773.0,0.58,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'rap', 'trap music']",2.06e-06,9.0,0.18,-4.678999999999999,1.0,77.0,0.1,102.848,4.0,0.106,
596,,,a boogie wit da hoodie,drowning (feat. kodak black),,0,0.501,0.8390000000000001,209269.0,0.81,"['pop', 'rap', 'southern hip hop', 'trap music']",0.0,5.0,0.11699999999999999,-5.274,0.0,78.0,0.0568,129.014,4.0,0.8140000000000001,
595,,,a boogie wit da hoodie,beast mode (feat. pnb rock & youngboy never broke again),,3,0.035,0.611,258158.0,0.478,"['pop', 'rap', 'southern hip hop', 'trap music']",0.0,0.0,0.107,-5.8389999999999995,1.0,78.0,0.107,172.076,4.0,0.138,
597,,,a boogie wit da hoodie,undefeated (feat. 21 savage),,3,0.293,0.7170000000000001,174012.0,0.753,"['pop', 'rap', 'southern hip hop', 'trap music']",0.0,7.0,0.158,-4.609,0.0,78.0,0.311,169.857,4.0,0.631,
15,25.0,25.0,a boogie wit da hoodie,no promises,2.0,1,0.0164,0.759,197667.0,0.6459999999999999,"['pop', 'rap', 'southern hip hop', 'trap music']",0.0,5.0,0.13699999999999998,-7.815,0.0,78.0,0.304,145.005,4.0,0.242,
16,26.0,26.0,a boogie wit da hoodie,say a',2.0,2,0.391,0.831,214854.0,0.8140000000000001,"['pop', 'rap', 'southern hip hop', 'trap music']",0.0,5.0,0.109,-5.18,1.0,78.0,0.474,161.041,4.0,0.846,
17,28.0,28.0,a$ap ferg,plain jane,24.0,0,0.0651,0.797,173600.0,0.8440000000000001,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",0.0,11.0,0.087,-5.482,1.0,76.0,0.275,170.142,4.0,0.52,
18,29.0,29.0,a$ap rocky,a$ap forever,2.0,1,0.22399999999999998,0.469,233061.0,0.78,"['east coast hip hop', 'pop', 'pop rap', 'rap', 'trap music']",0.0,10.0,0.13,-6.49,0.0,85.0,0.122,125.999,4.0,0.444,
19,30.0,30.0,a$ap rocky,praise the lord (da shine),5.0,2,0.0609,0.85,205040.0,0.569,"['east coast hip hop', 'pop', 'pop rap', 'rap', 'trap music']",0.0816,5.0,0.1,-8.152000000000001,0.0,85.0,0.136,80.02,4.0,0.294,
598,,,addison agen,tennessee rain - the voice performance,,0,0.909,0.54,210986.0,0.23199999999999998,['deep talent show'],0.0,9.0,0.105,-6.952999999999999,1.0,33.0,0.0328,138.17600000000002,4.0,0.259,
21,33.0,33.0,adele,water under the bridge,10.0,1,0.0189,0.596,240427.0,0.838,['pop'],1.5399999999999998e-05,5.0,0.10800000000000001,-6.52,0.0,79.0,0.0704,94.98200000000001,4.0,0.47200000000000003,
20,31.0,31.0,ajr,weak,11.0,3,0.127,0.672,202194.0,0.642,['modern rock'],0.0,5.0,0.13699999999999998,-4.552,1.0,72.0,0.0461,123.984,4.0,0.6559999999999999,
22,34.0,34.0,alessia cara,growing pains,1.0,2,0.0822,0.353,193680.0,0.755,"['dance pop', 'pop', 'post-teen pop', 'r&b']",0.0,1.0,0.39,-6.276,0.0,78.0,0.733,191.153,4.0,0.43700000000000006,
23,36.0,36.0,alessia cara,scars to your beautiful,21.0,0,0.0294,0.591,230227.0,0.741,"['dance pop', 'pop', 'post-teen pop', 'r&b']",0.0,0.0,0.11,-5.751,1.0,78.0,0.139,97.04799999999999,4.0,0.452,
24,37.0,37.0,alice merton,no roots,3.0,1,0.264,0.863,235813.0,0.657,[],0.00619,7.0,0.0713,-7.295,1.0,62.0,0.105,115.958,4.0,0.8290000000000001,
599,,,aminé,caroline,,2,0.17,0.941,209640.0,0.335,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'rap']",0.0,5.0,0.262,-10.179,0.0,69.0,0.505,120.041,4.0,0.7070000000000001,
25,39.0,39.0,andy grammer,fresh eyes,1.0,3,0.562,0.8220000000000001,198001.0,0.544,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",2.4e-05,0.0,0.14400000000000002,-6.797000000000001,1.0,67.0,0.0332,122.04700000000001,4.0,0.861,
26,40.0,40.0,andy williams,it's the most wonderful time of the year,3.0,0,0.7659999999999999,0.24,151933.0,0.598,"['adult standards', 'brill building pop', 'christmas', 'easy listening', 'lounge', 'mellow gold', 'operatic pop']",0.0,7.0,0.11699999999999999,-8.435,1.0,54.0,0.037000000000000005,202.082,3.0,0.7759999999999999,
27,42.0,42.0,ariana grande,everyday,7.0,2,0.0176,0.64,194840.0,0.742,"['dance pop', 'pop', 'post-teen pop']",0.0,7.0,0.157,-4.461,0.0,88.0,0.0488,130.972,4.0,0.40299999999999997,
600,,,ariana grande,the light is coming (feat. nicki minaj),,1,0.0149,0.879,228400.0,0.544,"['dance pop', 'pop', 'post-teen pop']",1.1400000000000001e-05,6.0,0.0291,-5.667000000000001,0.0,88.0,0.151,99.005,4.0,0.67,
29,44.0,44.0,ariana grande,side to side,6.0,0,0.0373,0.65,226160.0,0.728,"['dance pop', 'pop', 'post-teen pop']",0.0,6.0,0.32799999999999996,-5.914,0.0,88.0,0.23199999999999998,159.167,4.0,0.619,
28,43.0,43.0,ariana grande,no tears left to cry,11.0,3,0.0375,0.703,205947.0,0.696,"['dance pop', 'pop', 'post-teen pop']",5.65e-06,0.0,0.27399999999999997,-5.482,1.0,88.0,0.0529,121.969,4.0,0.366,
601,,,avicii,wake me up,,3,0.00346,0.518,247427.0,0.784,"['big room', 'edm']",0.00187,2.0,0.171,-5.659,1.0,83.0,0.0524,124.102,4.0,0.588,
602,,,ayo & teo,rolex,,0,0.0837,0.804,238587.0,0.8859999999999999,['dwn trap'],0.0,1.0,0.266,-2.512,1.0,63.0,0.04,144.946,4.0,0.789,
33,53.0,53.0,backstreet boys,don't go breaking my heart,2.0,1,0.0218,0.541,215724.0,0.703,"['boy band', 'dance pop', 'europop', 'pop']",0.0,0.0,0.0964,-5.5729999999999995,1.0,74.0,0.102,94.85799999999999,4.0,0.23800000000000002,
34,54.0,54.0,bad wolves,zombie,17.0,2,0.007559999999999999,0.44799999999999995,254805.0,0.826,['alternative metal'],0.0,2.0,0.11699999999999999,-3.2439999999999998,0.0,64.0,0.0319,77.093,4.0,0.19,
35,55.0,55.0,bazzi,mine,24.0,3,0.0161,0.71,131064.0,0.789,"['pop', 'post-teen pop']",2.77e-06,4.0,0.451,-3.8739999999999997,1.0,78.0,0.0722,142.929,4.0,0.7170000000000001,
36,56.0,56.0,bebe rexha,i got you,7.0,0,0.0481,0.606,191800.0,0.889,"['dance pop', 'pop', 'post-teen pop']",3.56e-06,9.0,0.0933,-4.782,0.0,83.0,0.0519,97.988,4.0,0.337,
604,,,bebe rexha,meant to be (feat. florida georgia line),,1,0.047,0.643,163870.0,0.7829999999999999,"['dance pop', 'pop', 'post-teen pop']",0.0,10.0,0.083,-6.457999999999999,1.0,83.0,0.0856,154.084,4.0,0.579,
605,,,becky g,sin pijama,,3,0.354,0.7909999999999999,188560.0,0.745,"['dance pop', 'pop', 'post-teen pop']",2.9299999999999997e-05,11.0,0.10400000000000001,-3.695,0.0,83.0,0.0464,94.014,4.0,0.82,
37,58.0,58.0,becky g,mayores,17.0,2,0.141,0.743,202453.0,0.855,"['dance pop', 'pop', 'post-teen pop']",0.0045,5.0,0.099,-3.9760000000000004,0.0,83.0,0.0436,96.98899999999999,4.0,0.871,
606,,,ben platt,found/tonight,,1,0.8009999999999999,0.349,179242.0,0.307,['hollywood'],0.0,10.0,0.0968,-7.197,1.0,63.0,0.0402,80.964,4.0,0.447,
38,61.0,61.0,bhad bhabie,hi bich,1.0,1,0.156,0.924,104528.0,0.387,"['pop', 'trap queen']",0.000331,8.0,0.0973,-7.7379999999999995,1.0,68.0,0.115,120.014,4.0,0.0624,
607,,,bhad bhabie,gucci flip flops (feat. lil yachty),,0,0.0347,0.8220000000000001,150000.0,0.622,"['pop', 'trap queen']",0.0181,8.0,0.114,-7.33,1.0,68.0,0.314,160.066,4.0,0.18,
39,62.0,62.0,bhad bhabie,these heaux,3.0,2,0.215,0.852,140008.0,0.5770000000000001,"['pop', 'trap queen']",0.0,6.0,0.138,-6.347,0.0,68.0,0.16,119.986,4.0,0.44799999999999995,
47,72.0,72.0,big sean,sacrifices,1.0,0,0.284,0.77,287320.0,0.565,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,10.0,0.257,-7.641,0.0,82.0,0.272,141.999,4.0,0.39399999999999996,
42,66.0,66.0,big sean,jump out the window,1.0,2,0.147,0.745,213693.0,0.7140000000000001,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,1.0,0.132,-6.729,1.0,82.0,0.0768,136.972,4.0,0.5539999999999999,
43,67.0,67.0,big sean,light,1.0,3,0.831,0.578,210507.0,0.608,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,7.0,0.10800000000000001,-5.997000000000001,0.0,82.0,0.0507,84.932,4.0,0.19899999999999998,
44,68.0,68.0,big sean,moves,14.0,0,0.0541,0.789,142907.0,0.53,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,2.0,0.16399999999999998,-6.2,1.0,82.0,0.293,75.515,4.0,0.36700000000000005,
45,69.0,69.0,big sean,no favors,3.0,1,0.608,0.58,325840.0,0.768,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",1.05e-06,11.0,0.342,-5.482,1.0,82.0,0.386,124.719,5.0,0.35100000000000003,
46,70.0,70.0,big sean,owe me,1.0,2,0.38799999999999996,0.611,271693.0,0.611,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,8.0,0.113,-8.751,1.0,82.0,0.14300000000000002,142.187,4.0,0.38,
40,63.0,63.0,big sean,bounce back,16.0,3,0.105,0.77,222360.0,0.5670000000000001,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,2.0,0.125,-5.6979999999999995,1.0,82.0,0.175,81.477,4.0,0.26,
41,65.0,65.0,big sean,halfway off the balcony,1.0,1,0.36,0.529,230960.0,0.809,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,8.0,0.242,-6.553999999999999,1.0,82.0,0.26899999999999996,125.285,4.0,0.136,
608,,,big sean,pull up n wreck (& metro boomin),,3,0.00707,0.48700000000000004,227533.0,0.435,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.000998,10.0,0.17800000000000002,-7.787999999999999,1.0,82.0,0.33899999999999997,172.951,4.0,0.0849,
609,,,big sean,go legend (& metro boomin),,0,0.016,0.653,268947.0,0.5770000000000001,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,1.0,0.203,-9.017999999999999,0.0,82.0,0.11599999999999999,150.004,4.0,0.196,
610,,,billie eilish,lovely (with khalid),,1,0.934,0.35100000000000003,200186.0,0.29600000000000004,"['electropop', 'pop']",0.0,4.0,0.095,-10.109,0.0,82.0,0.0333,115.28399999999999,4.0,0.12,
48,74.0,74.0,billy currington,do i make you wanna,19.0,2,0.122,0.5489999999999999,234306.0,0.7509999999999999,"['contemporary country', 'country', 'country road', 'modern country rock']",0.0,9.0,0.20800000000000002,-5.422999999999999,1.0,67.0,0.0299,89.95299999999999,4.0,0.493,
49,75.0,75.0,blac youngsta,booty,5.0,3,0.000831,0.938,160038.0,0.5489999999999999,"['dwn trap', 'rap', 'southern hip hop', 'trap music']",0.00024300000000000002,1.0,0.08199999999999999,-8.368,1.0,65.0,0.098,144.005,4.0,0.41200000000000003,
50,76.0,76.0,blackbear,do re mi,25.0,0,0.00419,0.742,212027.0,0.599,['pop'],1.0199999999999999e-05,8.0,0.126,-6.256,1.0,77.0,0.0465,110.977,3.0,0.154,
30,49.0,49.0,blackpink,ddu-du ddu-du,1.0,1,0.0323,0.6709999999999999,209355.0,0.8590000000000001,['k-pop'],0.0,4.0,0.267,-3.9219999999999997,0.0,77.0,0.0833,139.931,4.0,0.389,
53,79.0,79.0,blake shelton,i lived it,18.0,3,0.47600000000000003,0.557,219600.0,0.5710000000000001,"['contemporary country', 'country', 'country road', 'modern country rock']",0.00114,10.0,0.10099999999999999,-8.106,1.0,71.0,0.0281,80.98100000000001,4.0,0.392,
54,80.0,80.0,blake shelton,i'll name the dogs,19.0,0,0.163,0.47,183200.0,0.852,"['contemporary country', 'country', 'country road', 'modern country rock']",2.04e-06,4.0,0.281,-5.874,1.0,71.0,0.0933,168.063,4.0,0.773,
51,77.0,77.0,blake shelton,a guy with a girl,6.0,1,0.0158,0.552,189467.0,0.893,"['contemporary country', 'country', 'country road', 'modern country rock']",0.0,0.0,0.105,-4.593,1.0,71.0,0.0383,163.94799999999998,4.0,0.777,
52,78.0,78.0,blake shelton,every time i hear that song,11.0,2,0.0558,0.523,214800.0,0.725,"['contemporary country', 'country', 'country road', 'modern country rock']",6.96e-06,2.0,0.0937,-5.4479999999999995,1.0,71.0,0.0339,155.855,4.0,0.528,
611,,,blocboy jb,look alive (feat. drake),,1,0.0010400000000000001,0.922,181263.0,0.581,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",5.8599999999999995e-05,10.0,0.105,-7.495,1.0,78.0,0.27,140.02200000000002,4.0,0.595,
55,83.0,83.0,brad paisley,today,7.0,3,0.539,0.34700000000000003,229338.0,0.632,"['contemporary country', 'country', 'country road', 'modern country rock']",0.0022600000000000003,2.0,0.121,-6.997999999999999,1.0,66.0,0.0381,74.257,3.0,0.285,
56,84.0,84.0,brantley gilbert,the weekend,16.0,0,0.0549,0.53,187760.0,0.809,"['contemporary country', 'country', 'country road', 'modern country rock']",0.0,6.0,0.0741,-4.745,0.0,67.0,0.0388,82.022,4.0,0.731,
612,,,brenda lee,rockin' around the christmas tree - single version,,1,0.703,0.691,125827.0,0.402,"['adult standards', 'brill building pop', 'christmas', 'easy listening', 'lounge', 'nashville sound', 'rockabilly']",0.0,8.0,0.46299999999999997,-12.149000000000001,1.0,46.0,0.0599,139.752,4.0,0.8440000000000001,
57,86.0,86.0,brett eldredge,the long way,12.0,2,0.265,0.488,208720.0,0.637,"['contemporary country', 'country', 'country road', 'modern country rock']",0.0,10.0,0.106,-7.63,1.0,66.0,0.0401,88.865,4.0,0.23,
60,90.0,90.0,brett young,mercy,9.0,2,0.848,0.637,217120.0,0.375,['contemporary country'],0.0,4.0,0.1,-7.712999999999999,1.0,68.0,0.0292,71.942,4.0,0.198,
59,89.0,89.0,brett young,like i loved you,19.0,1,0.179,0.579,207187.0,0.573,['contemporary country'],0.0,1.0,0.083,-5.9910000000000005,1.0,68.0,0.0292,76.02,4.0,0.637,
58,88.0,88.0,brett young,in case you didn't know,28.0,0,0.35700000000000004,0.599,224853.0,0.542,['contemporary country'],0.0,10.0,0.10400000000000001,-7.274,1.0,68.0,0.0304,148.003,4.0,0.38299999999999995,
61,91.0,91.0,brothers osborne,it ain't my fault,16.0,3,0.00155,0.723,216800.0,0.8240000000000001,"['contemporary country', 'country', 'country road', 'modern country rock']",0.16699999999999998,11.0,0.33299999999999996,-5.9110000000000005,0.0,66.0,0.0331,123.01100000000001,4.0,0.76,
613,,,bruno mars,finesse (remix) [feat. cardi b],,1,0.0185,0.7040000000000001,217289.0,0.8590000000000001,"['dance pop', 'pop', 'post-teen pop']",0.0,5.0,0.0215,-4.877,0.0,84.0,0.0996,105.115,4.0,0.9259999999999999,
63,94.0,94.0,bruno mars,that's what i like,49.0,2,0.013000000000000001,0.853,206693.0,0.56,"['dance pop', 'pop', 'post-teen pop']",0.0,1.0,0.0944,-4.961,1.0,84.0,0.0406,134.066,4.0,0.86,
62,92.0,92.0,bruno mars,24k magic,25.0,0,0.034,0.818,225983.0,0.8029999999999999,"['dance pop', 'pop', 'post-teen pop']",0.0,1.0,0.153,-4.282,1.0,84.0,0.0797,106.97,4.0,0.632,
64,95.0,95.0,bruno mars,versace on the floor,12.0,3,0.196,0.578,261240.0,0.574,"['dance pop', 'pop', 'post-teen pop']",0.0,2.0,0.083,-6.209,1.0,84.0,0.0454,174.15200000000002,4.0,0.301,
65,96.0,96.0,bryson tiller,don't get too high,1.0,0,0.0148,0.88,209040.0,0.495,"['indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music']",1.47e-06,1.0,0.121,-3.4760000000000004,1.0,75.0,0.0681,124.055,4.0,0.47,
66,97.0,97.0,bryson tiller,no longer friends,1.0,1,0.205,0.652,134747.0,0.6629999999999999,"['indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music']",0.0,11.0,0.105,-7.78,1.0,75.0,0.326,114.133,4.0,0.377,
67,98.0,98.0,bryson tiller,run me dry,1.0,2,0.39299999999999996,0.6459999999999999,169267.0,0.7559999999999999,"['indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music']",3.229999999999999e-05,9.0,0.20199999999999999,-9.017000000000001,0.0,75.0,0.48700000000000004,193.88099999999997,4.0,0.596,
68,99.0,99.0,bryson tiller,self-made,1.0,3,0.0030399999999999997,0.932,167853.0,0.7020000000000001,"['indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music']",1.87e-05,7.0,0.267,-3.4589999999999996,0.0,75.0,0.0903,143.001,4.0,0.53,
69,100.0,100.0,bryson tiller,somethin tells me,1.0,0,0.0356,0.735,194267.0,0.588,"['indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music']",0.0,5.0,0.107,-7.197,0.0,75.0,0.226,90.00200000000001,4.0,0.434,
31,50.0,50.0,bts,dna,4.0,2,0.022000000000000002,0.598,223123.0,0.775,['k-pop'],0.0,1.0,0.0677,-4.035,0.0,86.0,0.0545,129.819,4.0,0.687,
32,51.0,51.0,bts,fake love,6.0,3,0.00267,0.557,242334.0,0.7190000000000001,['k-pop'],0.0,2.0,0.306,-4.515,0.0,86.0,0.0372,77.501,4.0,0.344,
603,,,bts,mic drop (feat. desiigner) [steve aoki remix],,0,0.0157,0.613,238726.0,0.8420000000000001,['k-pop'],0.0,10.0,0.23,-4.332,0.0,86.0,0.21899999999999997,169.917,4.0,0.645,
614,,,burl ives,a holly jolly christmas - single version,,1,0.616,0.674,135533.0,0.37,['christmas'],0.0,0.0,0.0781,-12.937000000000001,1.0,36.0,0.0309,140.352,4.0,0.862,
70,102.0,102.0,calum scott,dancing on my own,1.0,2,0.8390000000000001,0.682,260285.0,0.17300000000000001,['pop'],3.26e-05,1.0,0.0983,-8.749,1.0,72.0,0.0314,112.663,4.0,0.23600000000000002,
615,,,calvin harris,one kiss (with dua lipa),,2,0.037000000000000005,0.7909999999999999,214847.0,0.862,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house']",2.1899999999999997e-05,9.0,0.0814,-3.24,0.0,86.0,0.11,123.994,4.0,0.5920000000000001,
72,104.0,104.0,calvin harris,feels,18.0,0,0.0642,0.893,223413.0,0.745,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house']",0.0,11.0,0.0943,-3.105,0.0,86.0,0.0571,101.01799999999999,4.0,0.872,
74,107.0,107.0,calvin harris,rollin,4.0,3,0.45,0.754,272667.0,0.762,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house']",6.670000000000001e-05,6.0,0.22399999999999998,-4.486000000000001,0.0,86.0,0.0849,92.00200000000001,4.0,0.6729999999999999,
75,108.0,108.0,calvin harris,slide,20.0,0,0.498,0.736,230813.0,0.795,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house']",1.21e-06,1.0,0.254,-3.299,0.0,86.0,0.0545,104.066,4.0,0.511,
73,105.0,105.0,calvin harris,heatstroke,1.0,1,0.36200000000000004,0.7859999999999999,229640.0,0.735,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house']",0.0,0.0,0.17600000000000002,-4.502,0.0,86.0,0.0495,110.124,4.0,0.747,
71,103.0,103.0,calvin harris,faking it,4.0,3,0.319,0.7759999999999999,240093.0,0.589,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house']",0.0,9.0,0.0715,-4.543,0.0,86.0,0.115,120.03399999999999,4.0,0.6679999999999999,
76,109.0,109.0,camila cabello,crying in the club,9.0,1,0.33399999999999996,0.33399999999999996,216391.0,0.617,"['pop', 'post-teen pop']",0.0,6.0,0.163,-5.834,0.0,82.0,0.38299999999999995,85.227,4.0,0.603,
77,110.0,110.0,camila cabello,havana,45.0,2,0.184,0.765,217307.0,0.523,"['pop', 'post-teen pop']",3.5600000000000005e-05,2.0,0.132,-4.333,1.0,82.0,0.03,104.988,4.0,0.39399999999999996,
78,111.0,111.0,camila cabello,never be the same,29.0,3,0.18100000000000002,0.637,226973.0,0.713,"['pop', 'post-teen pop']",0.000637,0.0,0.13699999999999998,-4.333,1.0,82.0,0.0747,129.923,4.0,0.243,
79,112.0,112.0,camila cabello,omg,1.0,0,0.0295,0.655,228893.0,0.5760000000000001,"['pop', 'post-teen pop']",0.115,5.0,0.132,-6.735,0.0,82.0,0.0536,139.953,4.0,0.16699999999999998,
621,,,cardi b,i like it,,1,0.099,0.816,253390.0,0.726,['pop'],0.0,5.0,0.37200000000000005,-3.998,0.0,90.0,0.129,136.048,4.0,0.65,
620,,,cardi b,drip (feat. migos),,1,0.0511,0.968,262308.0,0.589,['pop'],0.0,11.0,0.0731,-7.808,1.0,90.0,0.255,129.993,4.0,0.268,
619,,,cardi b,i do (feat. sza),,0,0.27,0.8859999999999999,200205.0,0.473,['pop'],2.58e-05,7.0,0.0864,-7.337999999999999,0.0,90.0,0.255,135.065,4.0,0.43799999999999994,
618,,,cardi b,bartier cardi (feat. 21 savage),,1,0.0011099999999999999,0.9079999999999999,224285.0,0.524,['pop'],0.000678,1.0,0.38299999999999995,-7.955,1.0,90.0,0.18100000000000002,138.015,4.0,0.109,
617,,,cardi b,best life (feat. chance the rapper),,3,0.287,0.62,284856.0,0.625,['pop'],0.0,9.0,0.314,-7.438,1.0,90.0,0.5529999999999999,167.91099999999997,4.0,0.665,
616,,,cardi b,ring (feat. kehlani),,2,0.049,0.767,177140.0,0.5429999999999999,['pop'],0.0,1.0,0.115,-7.881,0.0,90.0,0.10300000000000001,106.029,4.0,0.485,
84,123.0,123.0,cardi b,she bad,2.0,3,0.0183,0.7909999999999999,230953.0,0.504,['pop'],0.0,10.0,0.0963,-7.864,1.0,90.0,0.266,159.94899999999998,4.0,0.355,
80,114.0,114.0,cardi b,be careful,14.0,2,0.0256,0.82,210787.0,0.568,['pop'],0.0,6.0,0.0952,-8.23,0.0,90.0,0.41100000000000003,152.279,4.0,0.535,
81,116.0,116.0,cardi b,bickenhead,2.0,0,0.154,0.884,181624.0,0.8140000000000001,['pop'],1.67e-06,7.0,0.158,-5.332999999999999,1.0,90.0,0.303,155.938,4.0,0.907,
82,119.0,119.0,cardi b,get up 10,2.0,2,0.0977,0.8059999999999999,231453.0,0.57,['pop'],0.0,1.0,0.105,-6.9270000000000005,1.0,90.0,0.24600000000000002,93.015,4.0,0.45399999999999996,
83,121.0,121.0,cardi b,money bag,2.0,1,0.107,0.9470000000000001,229005.0,0.7879999999999999,['pop'],0.000691,10.0,0.10800000000000001,-6.138,0.0,90.0,0.124,129.977,4.0,0.45399999999999996,
85,124.0,124.0,cardi b,thru your phone,3.0,0,0.17,0.8370000000000001,188524.0,0.5489999999999999,['pop'],0.0,0.0,0.057,-5.722,1.0,90.0,0.16699999999999998,121.954,4.0,0.209,
86,126.0,126.0,carly pearce,every little thing,17.0,2,0.44,0.637,180053.0,0.444,['contemporary country'],5.46e-06,0.0,0.0954,-6.355,1.0,53.0,0.0417,139.775,4.0,0.319,
88,128.0,128.0,carrie underwood,dirty laundry,1.0,0,0.0595,0.456,204093.0,0.8740000000000001,"['contemporary country', 'country', 'country dawn', 'dance pop', 'pop', 'post-teen pop']",1.12e-05,10.0,0.111,-4.129,0.0,70.0,0.114,200.179,4.0,0.5,
89,129.0,129.0,carrie underwood,the champion,3.0,1,0.0822,0.6659999999999999,223999.0,0.877,"['contemporary country', 'country', 'country dawn', 'dance pop', 'pop', 'post-teen pop']",0.0,6.0,0.128,-3.275,1.0,70.0,0.19399999999999998,91.054,4.0,0.524,
87,127.0,127.0,carrie underwood,cry pretty,4.0,3,0.00495,0.35100000000000003,246467.0,0.736,"['contemporary country', 'country', 'country dawn', 'dance pop', 'pop', 'post-teen pop']",0.0,6.0,0.109,-3.318,1.0,70.0,0.0459,140.299,3.0,0.237,
622,,,charlie puth,done for me (feat. kehlani),,0,0.193,0.856,180493.0,0.632,"['pop', 'post-teen pop', 'viral pop']",0.0,6.0,0.0688,-3.6919999999999997,0.0,81.0,0.07400000000000001,112.009,4.0,0.6970000000000001,
91,133.0,133.0,charlie puth,how long,23.0,1,0.21100000000000002,0.845,200853.0,0.561,"['pop', 'post-teen pop', 'viral pop']",3.49e-06,1.0,0.0383,-5.252999999999999,0.0,81.0,0.0778,109.97399999999999,4.0,0.8109999999999999,
